sender_id,sequence,rtt,send_time,send_time,ack_time,response
1,496,0.276,1717683728.839,1717683729.114,1,496,1
1,497,0.080,1717683730.115,1717683730.195,1,497,1
1,498,0.068,1717683731.196,1717683731.265,1,498,1
1,499,0.263,1717683732.265,1717683732.528,1,499,1
1,500,1.061,1717683733.529,1717683734.590,1,500,1
1,501,0.047,1717683735.591,1717683735.638,1,501,1
1,502,0.822,1717683736.639,1717683737.461,1,502,1
1,503,0.040,1717683738.462,1717683738.502,1,503,1
1,504,0.034,1717683739.503,1717683739.537,1,504,1
1,505,1.057,1717683740.538,1717683741.595,1,505,1
1,506,0.090,1717683742.596,1717683742.685,1,506,1
1,507,0.042,1717683743.686,1717683743.728,1,507,1
1,508,0.258,1717683744.799,1717683745.058,1,508,1
1,509,1.043,1717683746.059,1717683747.102,1,509,1
1,510,0.036,1717683748.103,1717683748.138,1,510,1
1,511,0.038,1717683749.139,1717683749.177,1,511,1
1,512,0.947,1717683750.178,1717683751.125,1,512,1
1,513,0.036,1717683752.126,1717683752.163,1,513,1
1,514,0.067,1717683753.163,1717683753.231,1,514,1
1,515,0.700,1717683754.231,1717683754.931,1,515,1
1,516,0.042,1717683755.932,1717683755.974,1,516,1
1,517,0.067,1717683756.975,1717683757.042,1,517,1
1,518,0.035,1717683758.043,1717683758.078,1,518,1
1,519,0.339,1717683759.079,1717683759.418,1,519,1
1,520,0.033,1717683760.419,1717683760.452,1,520,1
1,521,0.473,1717683761.453,1717683761.926,1,521,1
1,522,0.053,1717683762.927,1717683762.979,1,522,1
1,523,1.041,1717683763.980,1717683765.021,1,523,1
1,524,1.042,1717683766.022,1717683767.064,1,524,1
1,525,0.033,1717683768.065,1717683768.099,1,525,1
1,526,0.035,1717683769.100,1717683769.135,1,526,1
1,527,0.048,1717683770.136,1717683770.183,1,527,1
1,528,0.942,1717683771.184,1717683772.126,1,528,1
1,529,0.033,1717683773.127,1717683773.160,1,529,1
1,530,0.312,1717683774.161,1717683774.474,1,530,1
1,531,0.033,1717683775.475,1717683775.508,1,531,1
1,532,1.091,1717683776.509,1717683777.599,1,532,1
1,533,0.035,1717683778.600,1717683778.635,1,533,1
1,534,0.268,1717683779.636,1717683779.904,1,534,1
1,535,0.173,1717683780.905,1717683781.078,1,535,1
1,536,0.260,1717683782.079,1717683782.339,1,536,1
1,537,0.046,1717683783.340,1717683783.386,1,537,1
1,538,0.029,1717683784.387,1717683784.415,1,538,1
1,539,0.038,1717683785.416,1717683785.454,1,539,1
1,540,0.036,1717683786.455,1717683786.490,1,540,1
1,541,1.052,1717683787.492,1717683788.544,1,541,1
1,542,0.036,1717683789.545,1717683789.581,1,542,1
1,543,0.091,1717683790.587,1717683790.678,1,543,1
1,544,1.092,1717683791.679,1717683792.771,1,544,1
1,545,0.041,1717683793.772,1717683793.813,1,545,1
1,546,0.260,1717683794.814,1717683795.074,1,546,1
1,547,0.033,1717683796.075,1717683796.108,1,547,1
1,548,0.050,1717683797.109,1717683797.159,1,548,1
1,549,0.077,1717683798.160,1717683798.236,1,549,1
1,550,1.047,1717683799.237,1717683800.284,1,550,1
1,551,0.045,1717683801.285,1717683801.330,1,551,1
1,552,0.039,1717683802.331,1717683802.370,1,552,1
1,553,1.043,1717683803.371,1717683804.414,1,553,1
1,554,0.067,1717683805.415,1717683805.482,1,554,1
1,555,0.035,1717683806.483,1717683806.517,1,555,1
1,556,0.037,1717683807.518,1717683807.555,1,556,1
1,557,0.036,1717683808.556,1717683808.591,1,557,1
1,558,0.081,1717683809.592,1717683809.674,1,558,1
1,559,0.282,1717683810.675,1717683810.957,1,559,1
1,560,1.065,1717683811.958,1717683813.023,1,560,1
1,561,0.036,1717683814.024,1717683814.060,1,561,1
1,562,2.098,1717683815.067,1717683817.165,1,562,1
1,563,0.050,1717683818.166,1717683818.216,1,563,1
1,564,0.052,1717683819.217,1717683819.269,1,564,1
1,565,0.070,1717683820.270,1717683820.340,1,565,1
1,566,0.070,1717683821.341,1717683821.411,1,566,1
1,567,0.038,1717683822.412,1717683822.451,1,567,1
1,568,0.036,1717683823.451,1717683823.488,1,568,1
1,569,0.062,1717683824.489,1717683824.551,1,569,1
1,570,3.347,1717683825.552,1717683828.899,1,570,1
1,571,0.036,1717683829.900,1717683829.936,1,571,1
1,572,0.177,1717683830.937,1717683831.115,1,572,1
1,573,0.301,1717683832.115,1717683832.417,1,573,1
1,574,0.036,1717683833.418,1717683833.454,1,574,1
1,575,0.036,1717683834.455,1717683834.491,1,575,1
1,576,0.093,1717683835.492,1717683835.585,1,576,1
1,577,0.072,1717683836.586,1717683836.658,1,577,1
1,578,0.047,1717683837.659,1717683837.706,1,578,1
1,579,1.509,1717683838.707,1717683840.216,1,579,1
1,580,0.037,1717683841.217,1717683841.254,1,580,1
1,581,0.139,1717683842.255,1717683842.394,1,581,1
1,582,0.046,1717683843.395,1717683843.441,1,582,1
1,583,0.036,1717683844.442,1717683844.477,1,583,1
1,584,0.035,1717683845.479,1717683845.514,1,584,1
1,585,0.277,1717683846.523,1717683846.801,1,585,1
1,586,0.039,1717683847.802,1717683847.841,1,586,1
1,587,0.037,1717683848.842,1717683848.879,1,587,1
1,588,0.286,1717683849.880,1717683850.166,1,588,1
1,589,0.039,1717683851.167,1717683851.207,1,589,1
1,590,0.037,1717683852.208,1717683852.245,1,590,1
1,591,0.059,1717683853.246,1717683853.305,1,591,1
1,592,0.280,1717683854.306,1717683854.586,1,592,1
1,593,0.296,1717683855.586,1717683855.882,1,593,1
1,594,0.272,1717683856.883,1717683857.155,1,594,1
1,595,0.033,1717683858.161,1717683858.194,1,595,1
1,596,1.065,1717683859.195,1717683860.260,1,596,1
1,597,1.037,1717683861.261,1717683862.299,1,597,1
1,598,1.289,1717683863.300,1717683864.589,1,598,1
1,599,0.296,1717683865.590,1717683865.886,1,599,1
1,600,0.035,1717683866.887,1717683866.922,1,600,1
1,601,0.037,1717683867.923,1717683867.959,1,601,1
1,602,0.052,1717683868.961,1717683869.013,1,602,1
1,603,0.036,1717683870.014,1717683870.051,1,603,1
1,604,2.106,1717683871.052,1717683873.158,1,604,1
1,605,1.075,1717683874.159,1717683875.234,1,605,1
1,606,0.083,1717683876.235,1717683876.319,1,606,1
1,607,0.248,1717683877.319,1717683877.567,1,607,1
1,608,0.285,1717683878.568,1717683878.853,1,608,1
1,609,0.050,1717683879.854,1717683879.904,1,609,1
1,610,1.045,1717683880.905,1717683881.951,1,610,1
1,611,0.059,1717683882.952,1717683883.010,1,611,1
1,612,0.038,1717683884.011,1717683884.049,1,612,1
1,613,0.272,1717683885.050,1717683885.321,1,613,1
1,614,0.085,1717683886.322,1717683886.407,1,614,1
1,615,1.036,1717683887.408,1717683888.444,1,615,1
1,616,0.104,1717683889.445,1717683889.549,1,616,1
1,617,0.037,1717683890.550,1717683890.587,1,617,1
1,618,0.035,1717683891.588,1717683891.622,1,618,1
1,619,1.036,1717683892.623,1717683893.659,1,619,1
1,620,0.037,1717683894.660,1717683894.697,1,620,1
1,621,0.038,1717683895.699,1717683895.736,1,621,1
1,622,0.048,1717683896.737,1717683896.785,1,622,1
1,623,1.057,1717683897.786,1717683898.843,1,623,1
1,624,0.037,1717683899.844,1717683899.881,1,624,1
1,625,0.043,1717683900.882,1717683900.925,1,625,1
1,626,0.030,1717683901.926,1717683901.956,1,626,1
1,627,0.036,1717683902.957,1717683902.994,1,627,1
1,628,0.274,1717683903.994,1717683904.268,1,628,1
1,629,0.051,1717683905.270,1717683905.321,1,629,1
1,630,2.703,1717683906.322,1717683909.025,1,630,1
1,631,0.476,1717683910.026,1717683910.502,1,631,1
1,632,1.034,1717683911.503,1717683912.537,1,632,1
1,633,0.050,1717683913.538,1717683913.588,1,633,1
1,634,0.041,1717683914.589,1717683914.630,1,634,1
1,635,0.308,1717683915.630,1717683915.938,1,635,1
1,636,5.384,1717683916.939,1717683922.323,1,636,1
1,637,0.055,1717683923.324,1717683923.379,1,637,1
1,638,0.034,1717683924.381,1717683924.415,1,638,1
1,639,0.038,1717683925.416,1717683925.454,1,639,1
1,640,0.033,1717683926.454,1717683926.487,1,640,1
1,641,0.037,1717683927.488,1717683927.525,1,641,1
1,642,0.066,1717683928.526,1717683928.592,1,642,1
1,643,2.081,1717683929.593,1717683931.674,1,643,1
1,644,0.064,1717683932.675,1717683932.739,1,644,1
1,645,1.042,1717683933.740,1717683934.782,1,645,1
1,646,7.250,1717683935.783,1717683943.034,1,646,1
1,647,0.118,1717683944.035,1717683944.153,1,647,1
1,648,0.035,1717683945.153,1717683945.189,1,648,1
1,649,1.077,1717683946.190,1717683947.267,1,649,1
1,650,0.266,1717683948.268,1717683948.534,1,650,1
1,651,0.035,1717683949.535,1717683949.569,1,651,1
1,652,0.048,1717683950.570,1717683950.618,1,652,1
1,653,1.088,1717683951.619,1717683952.707,1,653,1
1,654,1.045,1717683953.708,1717683954.753,1,654,1
1,655,0.045,1717683955.754,1717683955.799,1,655,1
1,656,2.493,1717683956.800,1717683959.293,1,656,1
1,657,0.098,1717683960.294,1717683960.392,1,657,1
1,658,0.037,1717683961.393,1717683961.430,1,658,1
1,659,0.036,1717683962.431,1717683962.467,1,659,1
1,660,0.034,1717683963.468,1717683963.502,1,660,1
1,661,0.033,1717683964.503,1717683964.536,1,661,1
1,662,0.037,1717683965.537,1717683965.574,1,662,1
1,663,0.034,1717683966.575,1717683966.609,1,663,1
1,664,0.048,1717683967.610,1717683967.659,1,664,1
1,665,0.034,1717683968.659,1717683968.693,1,665,1
1,666,0.046,1717683969.694,1717683969.740,1,666,1
1,667,0.067,1717683970.741,1717683970.808,1,667,1
1,668,1.089,1717683971.809,1717683972.899,1,668,1
1,669,0.035,1717683973.900,1717683973.935,1,669,1
1,670,0.035,1717683974.936,1717683974.970,1,670,1
1,671,0.051,1717683975.971,1717683976.022,1,671,1
1,672,0.038,1717683977.023,1717683977.061,1,672,1
1,673,2.065,1717683978.062,1717683980.127,1,673,1
1,674,0.465,1717683981.128,1717683981.593,1,674,1
1,675,0.036,1717683982.594,1717683982.630,1,675,1
1,676,0.039,1717683983.631,1717683983.670,1,676,1
1,677,0.035,1717683984.671,1717683984.706,1,677,1
1,678,0.906,1717683985.707,1717683986.613,1,678,1
1,679,0.041,1717683987.614,1717683987.655,1,679,1
1,680,0.282,1717683988.656,1717683988.938,1,680,1
1,681,1.107,1717683989.939,1717683991.046,1,681,1
1,682,0.041,1717683992.047,1717683992.088,1,682,1
1,683,0.040,1717683993.090,1717683993.130,1,683,1
1,684,0.255,1717683994.130,1717683994.386,1,684,1
1,685,2.086,1717683995.387,1717683997.473,1,685,1
1,686,1.044,1717683998.474,1717683999.518,1,686,1
1,687,1.291,1717684000.519,1717684001.810,1,687,1
1,688,0.035,1717684002.811,1717684002.846,1,688,1
1,689,0.058,1717684003.847,1717684003.905,1,689,1
1,690,1.040,1717684004.906,1717684005.947,1,690,1
1,691,2.648,1717684006.948,1717684009.597,1,691,1
1,692,1.046,1717684010.597,1717684011.644,1,692,1
1,693,1.049,1717684012.645,1717684013.695,1,693,1
1,694,0.048,1717684014.696,1717684014.744,1,694,1
1,695,0.073,1717684015.745,1717684015.818,1,695,1
1,696,1.079,1717684016.819,1717684017.897,1,696,1
1,697,0.084,1717684018.898,1717684018.983,1,697,1
1,698,1.278,1717684019.984,1717684021.262,1,698,1
1,699,0.035,1717684022.263,1717684022.298,1,699,1
1,700,0.036,1717684023.299,1717684023.335,1,700,1
1,701,0.069,1717684024.335,1717684024.405,1,701,1
1,702,1.097,1717684025.406,1717684026.502,1,702,1
1,703,0.034,1717684027.504,1717684027.538,1,703,1
1,704,0.038,1717684028.539,1717684028.577,1,704,1
1,705,0.045,1717684029.583,1717684029.628,1,705,1
1,706,0.474,1717684030.628,1717684031.102,1,706,1
1,707,0.290,1717684032.104,1717684032.394,1,707,1
1,708,0.271,1717684033.396,1717684033.667,1,708,1
1,709,1.048,1717684034.668,1717684035.717,1,709,1
1,710,0.035,1717684036.718,1717684036.753,1,710,1
1,711,1.287,1717684037.754,1717684039.042,1,711,1
1,712,0.034,1717684040.042,1717684040.076,1,712,1
1,713,0.064,1717684041.078,1717684041.142,1,713,1
1,714,0.471,1717684042.143,1717684042.615,1,714,1
1,715,1.118,1717684043.615,1717684044.733,1,715,1
1,716,0.044,1717684045.734,1717684045.778,1,716,1
1,717,0.036,1717684046.779,1717684046.814,1,717,1
1,718,0.261,1717684047.816,1717684048.077,1,718,1
1,719,1.062,1717684049.078,1717684050.139,1,719,1
1,720,0.035,1717684051.140,1717684051.175,1,720,1
1,721,0.043,1717684052.176,1717684052.219,1,721,1
1,722,0.035,1717684053.221,1717684053.256,1,722,1
1,723,0.034,1717684054.257,1717684054.291,1,723,1
1,724,0.261,1717684055.292,1717684055.553,1,724,1
1,725,0.028,1717684056.553,1717684056.582,1,725,1
1,726,0.262,1717684057.582,1717684057.845,1,726,1
1,727,0.031,1717684058.846,1717684058.877,1,727,1
1,728,0.502,1717684059.877,1717684060.379,1,728,1
1,729,0.035,1717684061.380,1717684061.415,1,729,1
1,730,0.258,1717684062.416,1717684062.674,1,730,1
1,731,0.035,1717684063.675,1717684063.711,1,731,1
1,732,0.082,1717684064.711,1717684064.793,1,732,1
1,733,0.032,1717684065.794,1717684065.826,1,733,1
1,734,0.035,1717684066.827,1717684066.862,1,734,1
1,735,1.108,1717684067.863,1717684068.970,1,735,1
1,736,2.110,1717684069.971,1717684072.081,1,736,1
1,737,0.033,1717684073.082,1717684073.115,1,737,1
1,738,0.044,1717684074.116,1717684074.160,1,738,1
1,739,0.037,1717684075.161,1717684075.198,1,739,1
1,740,0.036,1717684076.199,1717684076.235,1,740,1
1,741,0.037,1717684077.236,1717684077.273,1,741,1
1,742,0.035,1717684078.274,1717684078.309,1,742,1
1,743,0.036,1717684079.310,1717684079.346,1,743,1
1,744,1.211,1717684080.347,1717684081.558,1,744,1
1,745,0.511,1717684082.559,1717684083.070,1,745,1
1,746,0.273,1717684084.071,1717684084.344,1,746,1
1,747,0.105,1717684085.345,1717684085.450,1,747,1
1,748,1.063,1717684086.451,1717684087.514,1,748,1
1,749,0.046,1717684088.515,1717684088.561,1,749,1
1,750,0.298,1717684089.562,1717684089.860,1,750,1
1,751,0.033,1717684090.862,1717684090.894,1,751,1
1,752,1.070,1717684091.895,1717684092.965,1,752,1
1,753,0.255,1717684093.966,1717684094.222,1,753,1
1,754,4.048,1717684095.223,1717684099.271,1,754,1
1,755,0.040,1717684100.272,1717684100.312,1,755,1
1,756,0.485,1717684101.313,1717684101.798,1,756,1
1,757,0.071,1717684102.799,1717684102.870,1,757,1
1,758,0.035,1717684103.871,1717684103.906,1,758,1
1,759,0.057,1717684104.907,1717684104.964,1,759,1
1,760,0.038,1717684105.964,1717684106.002,1,760,1
1,761,0.070,1717684107.003,1717684107.073,1,761,1
1,762,0.264,1717684108.075,1717684108.338,1,762,1
1,763,0.040,1717684109.339,1717684109.379,1,763,1
1,764,0.087,1717684110.381,1717684110.468,1,764,1
1,765,0.036,1717684111.469,1717684111.505,1,765,1
1,766,0.048,1717684112.506,1717684112.554,1,766,1
1,767,0.035,1717684113.555,1717684113.590,1,767,1
1,768,0.037,1717684114.591,1717684114.628,1,768,1
1,769,0.038,1717684115.629,1717684115.666,1,769,1
1,770,1.058,1717684116.667,1717684117.725,1,770,1
1,771,2.127,1717684118.727,1717684120.854,1,771,1
1,772,0.251,1717684121.855,1717684122.107,1,772,1
1,773,0.033,1717684123.108,1717684123.141,1,773,1
1,774,0.034,1717684124.143,1717684124.177,1,774,1
1,775,0.037,1717684125.178,1717684125.215,1,775,1
1,776,0.037,1717684126.216,1717684126.252,1,776,1
1,777,0.036,1717684127.253,1717684127.289,1,777,1
1,778,1.092,1717684128.290,1717684129.382,1,778,1
1,779,0.079,1717684130.383,1717684130.462,1,779,1
1,780,0.034,1717684131.463,1717684131.497,1,780,1
1,781,0.039,1717684132.498,1717684132.537,1,781,1
1,782,0.276,1717684133.538,1717684133.814,1,782,1
1,783,0.049,1717684134.815,1717684134.864,1,783,1
1,784,0.033,1717684135.865,1717684135.898,1,784,1
1,785,0.032,1717684136.899,1717684136.931,1,785,1
1,786,0.361,1717684137.932,1717684138.294,1,786,1
1,787,1.271,1717684139.295,1717684140.566,1,787,1
1,788,0.034,1717684141.567,1717684141.601,1,788,1
1,789,1.040,1717684142.602,1717684143.642,1,789,1
1,790,0.052,1717684144.643,1717684144.695,1,790,1
1,791,0.336,1717684145.696,1717684146.032,1,791,1
1,792,0.362,1717684147.033,1717684147.395,1,792,1
1,793,0.048,1717684148.396,1717684148.443,1,793,1
1,794,1.104,1717684149.445,1717684150.549,1,794,1
1,795,0.085,1717684151.550,1717684151.636,1,795,1
1,796,1.061,1717684152.637,1717684153.699,1,796,1
1,797,6.424,1717684154.700,1717684161.124,1,797,1
1,798,0.058,1717684162.124,1717684162.182,1,798,1
1,799,0.077,1717684163.184,1717684163.261,1,799,1
1,800,1.052,1717684164.262,1717684165.314,1,800,1
1,801,0.038,1717684166.315,1717684166.353,1,801,1
1,802,0.043,1717684167.354,1717684167.397,1,802,1
1,803,0.052,1717684168.398,1717684168.451,1,803,1
1,804,1.045,1717684169.451,1717684170.496,1,804,1
1,805,0.035,1717684171.497,1717684171.532,1,805,1
1,806,0.051,1717684172.533,1717684172.584,1,806,1
1,807,0.063,1717684173.586,1717684173.648,1,807,1
1,808,0.064,1717684174.649,1717684174.713,1,808,1
1,809,0.032,1717684175.714,1717684175.746,1,809,1
1,810,0.034,1717684176.747,1717684176.781,1,810,1
1,811,0.034,1717684177.782,1717684177.816,1,811,1
1,812,0.034,1717684178.817,1717684178.851,1,812,1
1,813,0.035,1717684179.852,1717684179.886,1,813,1
1,814,0.046,1717684180.887,1717684180.934,1,814,1
1,815,1.068,1717684181.935,1717684183.002,1,815,1
1,816,0.070,1717684184.003,1717684184.073,1,816,1
1,817,0.051,1717684185.074,1717684185.125,1,817,1
1,818,0.036,1717684186.126,1717684186.162,1,818,1
1,819,0.039,1717684187.163,1717684187.202,1,819,1
1,820,0.037,1717684188.203,1717684188.240,1,820,1
1,821,0.037,1717684189.241,1717684189.278,1,821,1
1,822,1.060,1717684190.279,1717684191.339,1,822,1
1,823,0.255,1717684192.340,1717684192.595,1,823,1
1,824,1.057,1717684193.595,1717684194.652,1,824,1
1,825,0.039,1717684195.653,1717684195.692,1,825,1
1,826,0.041,1717684196.693,1717684196.734,1,826,1
1,827,0.259,1717684197.735,1717684197.994,1,827,1
1,828,0.037,1717684198.995,1717684199.032,1,828,1
1,829,0.044,1717684200.033,1717684200.078,1,829,1
1,830,0.117,1717684201.078,1717684201.196,1,830,1
1,831,0.034,1717684202.196,1717684202.230,1,831,1
1,832,0.073,1717684203.231,1717684203.304,1,832,1
1,833,0.334,1717684204.305,1717684204.639,1,833,1
1,834,1.047,1717684205.640,1717684206.686,1,834,1
1,835,0.047,1717684207.687,1717684207.734,1,835,1
1,836,0.050,1717684208.735,1717684208.785,1,836,1
1,837,0.279,1717684209.786,1717684210.066,1,837,1
1,838,0.043,1717684211.067,1717684211.110,1,838,1
1,839,0.035,1717684212.111,1717684212.147,1,839,1
1,840,0.038,1717684213.148,1717684213.186,1,840,1
1,841,1.051,1717684214.187,1717684215.238,1,841,1
1,842,0.040,1717684216.239,1717684216.279,1,842,1
1,843,0.038,1717684217.280,1717684217.318,1,843,1
1,844,0.059,1717684218.319,1717684218.378,1,844,1
1,845,1.885,1717684219.379,1717684221.264,1,845,1
1,846,1.942,1717684222.265,1717684224.207,1,846,1
1,847,0.071,1717684225.208,1717684225.278,1,847,1
1,848,0.079,1717684226.279,1717684226.358,1,848,1
1,849,0.043,1717684227.360,1717684227.403,1,849,1
1,850,0.038,1717684228.404,1717684228.443,1,850,1
1,851,0.034,1717684229.444,1717684229.478,1,851,1
1,852,0.036,1717684230.479,1717684230.515,1,852,1
1,853,0.038,1717684231.516,1717684231.554,1,853,1
1,854,0.255,1717684232.555,1717684232.811,1,854,1
1,855,0.074,1717684233.812,1717684233.886,1,855,1
1,856,0.097,1717684234.887,1717684234.985,1,856,1
1,857,0.037,1717684235.985,1717684236.023,1,857,1
1,858,2.076,1717684237.024,1717684239.100,1,858,1
1,859,0.041,1717684240.101,1717684240.143,1,859,1
1,860,0.034,1717684241.144,1717684241.178,1,860,1
1,861,0.035,1717684242.179,1717684242.213,1,861,1
1,862,0.044,1717684243.214,1717684243.258,1,862,1
1,863,0.033,1717684244.259,1717684244.292,1,863,1
1,864,0.311,1717684245.303,1717684245.614,1,864,1
1,865,3.393,1717684246.615,1717684250.008,1,865,1
1,866,1.044,1717684251.016,1717684252.060,1,866,1
1,867,0.153,1717684253.061,1717684253.214,1,867,1
1,868,0.039,1717684254.215,1717684254.254,1,868,1
1,869,0.052,1717684255.256,1717684255.308,1,869,1
1,870,1.073,1717684256.309,1717684257.382,1,870,1
1,871,0.059,1717684258.383,1717684258.442,1,871,1
1,872,0.035,1717684259.443,1717684259.477,1,872,1
1,873,0.085,1717684260.478,1717684260.563,1,873,1
1,874,0.082,1717684261.570,1717684261.652,1,874,1
1,875,0.093,1717684262.653,1717684262.746,1,875,1
1,876,0.074,1717684263.747,1717684263.820,1,876,1
1,877,0.035,1717684264.822,1717684264.857,1,877,1
1,878,1.050,1717684265.858,1717684266.909,1,878,1
1,879,0.052,1717684267.910,1717684267.962,1,879,1
1,880,0.034,1717684268.963,1717684268.997,1,880,1
1,881,0.059,1717684269.998,1717684270.056,1,881,1
1,882,0.034,1717684271.057,1717684271.091,1,882,1
1,883,0.282,1717684272.092,1717684272.374,1,883,1
1,884,4.485,1717684273.375,1717684277.861,1,884,1
1,885,0.086,1717684278.861,1717684278.948,1,885,1
1,886,0.071,1717684279.949,1717684280.020,1,886,1
1,887,0.323,1717684281.020,1717684281.343,1,887,1
1,888,0.261,1717684282.344,1717684282.606,1,888,1
1,889,0.054,1717684283.607,1717684283.660,1,889,1
1,890,0.291,1717684284.661,1717684284.952,1,890,1
1,891,0.278,1717684285.953,1717684286.231,1,891,1
1,892,2.113,1717684287.232,1717684289.345,1,892,1
1,893,0.034,1717684290.346,1717684290.380,1,893,1
1,894,0.053,1717684291.382,1717684291.435,1,894,1
1,895,0.050,1717684292.436,1717684292.486,1,895,1
1,896,1.040,1717684293.487,1717684294.527,1,896,1
1,897,0.041,1717684295.528,1717684295.569,1,897,1
1,898,1.073,1717684296.570,1717684297.643,1,898,1
1,899,0.263,1717684298.644,1717684298.907,1,899,1
1,900,1.087,1717684299.909,1717684300.996,1,900,1
1,901,0.036,1717684301.997,1717684302.033,1,901,1
1,902,0.057,1717684303.034,1717684303.091,1,902,1
1,903,0.039,1717684304.092,1717684304.131,1,903,1
1,904,1.040,1717684305.132,1717684306.173,1,904,1
1,905,0.045,1717684307.173,1717684307.218,1,905,1
1,906,0.050,1717684308.219,1717684308.269,1,906,1
1,907,0.049,1717684309.269,1717684309.318,1,907,1
1,908,0.048,1717684310.319,1717684310.368,1,908,1
1,909,0.053,1717684311.368,1717684311.422,1,909,1
1,910,0.048,1717684312.423,1717684312.471,1,910,1
1,911,0.043,1717684313.472,1717684313.515,1,911,1
1,912,1.065,1717684314.515,1717684315.581,1,912,1
1,913,0.049,1717684316.582,1717684316.631,1,913,1
1,914,0.047,1717684317.632,1717684317.679,1,914,1
1,915,0.038,1717684318.685,1717684318.723,1,915,1
1,916,1.269,1717684319.723,1717684320.993,1,916,1
1,917,0.039,1717684321.994,1717684322.033,1,917,1
1,918,0.093,1717684323.034,1717684323.126,1,918,1
1,919,0.067,1717684324.134,1717684324.201,1,919,1
1,920,0.035,1717684325.201,1717684325.237,1,920,1
1,921,0.075,1717684326.238,1717684326.313,1,921,1
1,922,0.035,1717684327.314,1717684327.349,1,922,1
1,923,0.052,1717684328.350,1717684328.402,1,923,1
1,924,0.040,1717684329.408,1717684329.447,1,924,1
1,925,0.036,1717684330.448,1717684330.484,1,925,1
1,926,0.050,1717684331.485,1717684331.535,1,926,1
1,927,1.060,1717684332.536,1717684333.597,1,927,1
1,928,0.034,1717684334.598,1717684334.632,1,928,1
1,929,0.068,1717684335.633,1717684335.701,1,929,1
1,930,0.043,1717684336.702,1717684336.745,1,930,1
1,931,0.036,1717684337.746,1717684337.782,1,931,1
1,932,0.037,1717684338.783,1717684338.820,1,932,1
1,933,0.033,1717684339.821,1717684339.854,1,933,1
1,934,0.262,1717684340.860,1717684341.122,1,934,1
1,935,0.071,1717684342.123,1717684342.194,1,935,1
1,936,0.071,1717684343.195,1717684343.267,1,936,1
1,937,0.054,1717684344.268,1717684344.322,1,937,1
1,938,4.440,1717684345.323,1717684349.763,1,938,1
1,939,0.033,1717684350.764,1717684350.797,1,939,1
1,940,0.079,1717684351.799,1717684351.878,1,940,1
1,941,3.060,1717684352.879,1717684355.940,1,941,1
1,942,1.038,1717684356.941,1717684357.979,1,942,1
1,943,1.066,1717684358.980,1717684360.045,1,943,1
1,944,1.061,1717684361.046,1717684362.107,1,944,1
1,945,0.041,1717684363.108,1717684363.149,1,945,1
1,946,0.036,1717684364.150,1717684364.186,1,946,1
1,947,0.037,1717684365.187,1717684365.224,1,947,1
1,948,0.073,1717684366.225,1717684366.298,1,948,1
1,949,0.034,1717684367.299,1717684367.333,1,949,1
1,950,0.037,1717684368.334,1717684368.371,1,950,1
1,951,0.063,1717684369.372,1717684369.435,1,951,1
1,952,0.038,1717684370.437,1717684370.475,1,952,1
1,953,2.459,1717684371.476,1717684373.935,1,953,1
1,954,0.061,1717684374.941,1717684375.002,1,954,1
1,955,0.260,1717684376.003,1717684376.263,1,955,1
1,956,0.260,1717684377.264,1717684377.525,1,956,1
1,957,1.067,1717684378.526,1717684379.593,1,957,1
1,958,1.104,1717684380.593,1717684381.697,1,958,1
1,959,1.265,1717684382.698,1717684383.964,1,959,1
1,960,0.055,1717684384.964,1717684385.020,1,960,1
1,961,0.033,1717684386.021,1717684386.053,1,961,1
1,962,0.032,1717684387.054,1717684387.086,1,962,1
1,963,0.034,1717684388.088,1717684388.122,1,963,1
1,964,0.328,1717684389.123,1717684389.450,1,964,1
1,965,1.041,1717684390.451,1717684391.492,1,965,1
1,966,0.045,1717684392.494,1717684392.539,1,966,1
1,967,0.031,1717684393.541,1717684393.571,1,967,1
1,968,0.037,1717684394.573,1717684394.610,1,968,1
1,969,0.306,1717684395.611,1717684395.917,1,969,1
1,970,0.080,1717684396.918,1717684396.998,1,970,1
1,971,0.253,1717684397.999,1717684398.252,1,971,1
1,972,0.028,1717684399.253,1717684399.281,1,972,1
1,973,0.039,1717684400.282,1717684400.320,1,973,1
1,974,0.035,1717684401.321,1717684401.357,1,974,1
1,975,0.262,1717684402.358,1717684402.620,1,975,1
1,976,0.068,1717684403.621,1717684403.689,1,976,1
1,977,1.042,1717684404.690,1717684405.732,1,977,1
1,978,0.033,1717684406.733,1717684406.766,1,978,1
1,979,0.038,1717684407.767,1717684407.805,1,979,1
1,980,0.034,1717684408.806,1717684408.840,1,980,1
1,981,0.080,1717684409.841,1717684409.921,1,981,1
1,982,0.048,1717684410.922,1717684410.970,1,982,1
1,983,0.034,1717684411.971,1717684412.005,1,983,1
1,984,0.046,1717684413.006,1717684413.052,1,984,1
1,985,1.045,1717684414.053,1717684415.098,1,985,1
1,986,0.034,1717684416.099,1717684416.133,1,986,1
1,987,0.039,1717684417.134,1717684417.173,1,987,1
1,988,1.057,1717684418.174,1717684419.231,1,988,1
1,989,0.045,1717684420.232,1717684420.277,1,989,1
1,990,0.490,1717684421.278,1717684421.768,1,990,1
1,991,0.042,1717684422.769,1717684422.811,1,991,1
1,992,0.046,1717684423.812,1717684423.859,1,992,1
1,993,0.048,1717684424.859,1717684424.907,1,993,1
1,994,0.255,1717684425.908,1717684426.164,1,994,1
