delay,send_time,receive_time,data_length
0.029,1715860652.437,1715860652.466,1000
0.016,1715860653.488,1715860653.504,1000
0.020,1715860654.528,1715860654.548,1000
0.025,1715860655.800,1715860655.825,1000
0.024,1715860656.846,1715860656.870,1000
0.019,1715860657.891,1715860657.910,1000
0.041,1715860658.931,1715860658.972,1000
1.033,1715860659.995,1715860661.028,1000
0.030,1715860662.048,1715860662.078,1000
0.020,1715860663.101,1715860663.121,1000
0.018,1715860664.145,1715860664.163,1000
0.018,1715860665.188,1715860665.206,1000
0.017,1715860666.227,1715860666.244,1000
0.020,1715860667.274,1715860667.294,1000
0.018,1715860668.315,1715860668.333,1000
0.020,1715860669.355,1715860669.375,1000
0.037,1715860670.414,1715860670.451,1000
0.020,1715860671.715,1715860671.735,1000
0.017,1715860672.791,1715860672.808,1000
0.018,1715860673.826,1715860673.844,1000
0.020,1715860674.867,1715860674.887,1000
1.031,1715860675.907,1715860676.938,1000
0.017,1715860677.959,1715860677.976,1000
0.020,1715860678.994,1715860679.014,1000
1.029,1715860680.033,1715860681.062,1000
0.019,1715860682.528,1715860682.547,1000
0.018,1715860683.568,1715860683.586,1000
0.026,1715860684.605,1715860684.631,1000
0.020,1715860685.651,1715860685.671,1000
0.021,1715860686.691,1715860686.712,1000
0.865,1715860687.733,1715860688.598,1000
0.019,1715860689.631,1715860689.650,1000
2.082,1715860690.669,1715860692.751,1000
0.080,1715860696.392,1715860696.472,1000
0.019,1715860697.546,1715860697.565,1000
0.018,1715860698.584,1715860698.602,1000
0.138,1715860699.634,1715860699.772,1000
1.037,1715860700.794,1715860701.831,1000
0.078,1715860702.852,1715860702.930,1000
0.025,1715860703.960,1715860703.985,1000
0.023,1715860705.333,1715860705.356,1000
0.113,1715860706.378,1715860706.491,1000
2.919,1715860708.345,1715860711.264,1000
0.051,1715860712.311,1715860712.362,1000
0.394,1715860713.382,1715860713.776,1000
0.022,1715860715.231,1715860715.253,1000
0.129,1715860716.272,1715860716.401,1000
0.059,1715860718.105,1715860718.164,1000
0.015,1715860719.182,1715860719.197,1000
0.017,1715860720.219,1715860720.236,1000
0.018,1715860721.257,1715860721.275,1000
0.022,1715860722.293,1715860722.315,1000
0.018,1715860723.565,1715860723.583,1000
0.018,1715860724.605,1715860724.623,1000
0.025,1715860725.642,1715860725.667,1000
0.019,1715860726.686,1715860726.705,1000
1.040,1715860727.734,1715860728.774,1000
0.022,1715860729.792,1715860729.814,1000
0.024,1715860730.835,1715860730.859,1000
0.018,1715860731.890,1715860731.908,1000
0.021,1715860733.146,1715860733.167,1000
1.019,1715860734.186,1715860735.205,1000
0.017,1715860736.667,1715860736.684,1000
0.020,1715860737.922,1715860737.942,1000
1.021,1715860739.178,1715860740.199,1000
0.030,1715860741.220,1715860741.250,1000
0.017,1715860742.271,1715860742.288,1000
0.023,1715860743.308,1715860743.331,1000
0.021,1715860744.349,1715860744.370,1000
0.017,1715860745.390,1715860745.407,1000
1.034,1715860746.427,1715860747.461,1000
0.035,1715860748.481,1715860748.516,1000
0.019,1715860749.536,1715860749.555,1000
1.046,1715860750.577,1715860751.623,1000
0.019,1715860752.644,1715860752.663,1000
0.018,1715860753.682,1715860753.700,1000
0.023,1715860754.722,1715860754.745,1000
1.047,1715860755.767,1715860756.814,1000
0.020,1715860757.832,1715860757.852,1000
0.021,1715860758.871,1715860758.892,1000
1.037,1715860759.914,1715860760.951,1000
0.020,1715860761.971,1715860761.991,1000
1.026,1715860763.009,1715860764.035,1000
0.023,1715860765.055,1715860765.078,1000
0.020,1715860766.098,1715860766.118,1000
0.019,1715860767.137,1715860767.156,1000
0.017,1715860768.176,1715860768.193,1000
1.034,1715860769.213,1715860770.247,1000
0.020,1715860771.287,1715860771.307,1000
0.017,1715860772.338,1715860772.355,1000
0.022,1715860773.376,1715860773.398,1000
0.017,1715860774.876,1715860774.893,1000
2.128,1715860775.926,1715860778.054,1000
0.021,1715860779.081,1715860779.102,1000
0.018,1715860780.136,1715860780.154,1000
0.025,1715860781.172,1715860781.197,1000
0.918,1715860782.216,1715860783.134,1000
0.017,1715860784.154,1715860784.171,1000
0.022,1715860785.189,1715860785.211,1000
0.019,1715860786.460,1715860786.479,1000
0.019,1715860787.934,1715860787.953,1000
0.032,1715860788.971,1715860789.003,1000
0.469,1715860790.022,1715860790.491,1000
0.020,1715860791.515,1715860791.535,1000
1.019,1715860792.553,1715860793.572,1000
0.018,1715860794.591,1715860794.609,1000
0.032,1715860795.627,1715860795.659,1000
0.016,1715860796.678,1715860796.694,1000
0.020,1715860797.728,1715860797.748,1000
0.018,1715860798.996,1715860799.014,1000
1.033,1715860800.032,1715860801.065,1000
0.059,1715860802.084,1715860802.143,1000
0.020,1715860803.162,1715860803.182,1000
0.023,1715860804.201,1715860804.224,1000
0.018,1715860805.245,1715860805.263,1000
0.021,1715860806.281,1715860806.302,1000
0.017,1715860807.338,1715860807.355,1000
1.040,1715860808.374,1715860809.414,1000
0.021,1715860810.431,1715860810.452,1000
0.047,1715860811.471,1715860811.518,1000
0.019,1715860812.540,1715860812.559,1000
0.249,1715860813.578,1715860813.827,1000
0.019,1715860814.848,1715860814.867,1000
0.017,1715860815.885,1715860815.902,1000
0.021,1715860817.141,1715860817.162,1000
0.021,1715860818.184,1715860818.205,1000
0.019,1715860819.224,1715860819.243,1000
0.019,1715860820.261,1715860820.280,1000
0.021,1715860821.299,1715860821.320,1000
0.021,1715860822.572,1715860822.593,1000
0.021,1715860823.830,1715860823.851,1000
0.019,1715860824.869,1715860824.888,1000
0.021,1715860825.908,1715860825.929,1000
1.027,1715860826.947,1715860827.974,1000
1.025,1715860828.998,1715860830.023,1000
0.019,1715860831.040,1715860831.059,1000
0.021,1715860832.076,1715860832.097,1000
0.024,1715860833.116,1715860833.140,1000
0.024,1715860834.160,1715860834.184,1000
0.019,1715860835.203,1715860835.222,1000
0.026,1715860836.241,1715860836.267,1000
0.018,1715860837.286,1715860837.304,1000
0.024,1715860838.322,1715860838.346,1000
0.023,1715860839.368,1715860839.391,1000
1.032,1715860840.412,1715860841.444,1000
0.018,1715860842.463,1715860842.481,1000
0.017,1715860843.515,1715860843.532,1000
0.018,1715860844.774,1715860844.792,1000
0.021,1715860845.818,1715860845.839,1000
0.017,1715860846.858,1715860846.875,1000
0.018,1715860847.893,1715860847.911,1000
0.016,1715860848.929,1715860848.945,1000
0.032,1715860850.188,1715860850.220,1000
0.019,1715860851.244,1715860851.263,1000
0.020,1715860852.281,1715860852.301,1000
0.038,1715860853.319,1715860853.357,1000
0.018,1715860854.389,1715860854.407,1000
0.020,1715860856.084,1715860856.104,1000
0.027,1715860857.126,1715860857.153,1000
1.052,1715860858.172,1715860859.224,1000
0.027,1715860860.245,1715860860.272,1000
0.017,1715860861.290,1715860861.307,1000
0.021,1715860862.382,1715860862.403,1000
0.019,1715860863.652,1715860863.671,1000
0.020,1715860864.689,1715860864.709,1000
0.015,1715860865.956,1715860865.971,1000
0.019,1715860866.996,1715860867.015,1000
0.018,1715860868.037,1715860868.055,1000
0.067,1715860869.074,1715860869.141,1000
0.029,1715860870.158,1715860870.187,1000
0.050,1715860871.205,1715860871.255,1000
0.023,1715860872.559,1715860872.582,1000
0.039,1715860873.626,1715860873.665,1000
0.024,1715860874.905,1715860874.929,1000
0.021,1715860876.175,1715860876.196,1000
0.025,1715860877.452,1715860877.477,1000
0.025,1715860878.495,1715860878.520,1000
0.019,1715860879.538,1715860879.557,1000
0.021,1715860880.575,1715860880.596,1000
0.020,1715860881.619,1715860881.639,1000
0.038,1715860882.656,1715860882.694,1000
0.020,1715860883.711,1715860883.731,1000
0.024,1715860884.755,1715860884.779,1000
0.021,1715860886.040,1715860886.061,1000
0.021,1715860887.079,1715860887.100,1000
0.021,1715860888.117,1715860888.138,1000
0.022,1715860889.155,1715860889.177,1000
1.039,1715860890.199,1715860891.238,1000
0.020,1715860892.258,1715860892.278,1000
0.022,1715860893.297,1715860893.319,1000
0.026,1715860894.577,1715860894.603,1000
0.024,1715860895.622,1715860895.646,1000
1.037,1715860896.664,1715860897.701,1000
0.020,1715860899.178,1715860899.198,1000
0.294,1715860900.219,1715860900.513,1000
0.020,1715860901.531,1715860901.551,1000
0.020,1715860902.569,1715860902.589,1000
0.031,1715860903.607,1715860903.638,1000
0.020,1715860904.665,1715860904.685,1000
0.018,1715860905.703,1715860905.721,1000
0.020,1715860906.740,1715860906.760,1000
0.021,1715860908.010,1715860908.031,1000
1.035,1715860909.053,1715860910.088,1000
0.022,1715860911.560,1715860911.582,1000
0.019,1715860912.600,1715860912.619,1000
0.020,1715860913.638,1715860913.658,1000
0.022,1715860914.675,1715860914.697,1000
0.020,1715860915.716,1715860915.736,1000
0.023,1715860916.756,1715860916.779,1000
0.018,1715860918.027,1715860918.045,1000
0.020,1715860919.063,1715860919.083,1000
1.026,1715860920.101,1715860921.127,1000
0.025,1715860922.146,1715860922.171,1000
0.018,1715860923.410,1715860923.428,1000
0.021,1715860924.446,1715860924.467,1000
0.021,1715860925.485,1715860925.506,1000
2.251,1715860926.742,1715860928.993,1000
0.019,1715860930.284,1715860930.303,1000
0.026,1715860931.322,1715860931.348,1000
0.043,1715860932.365,1715860932.408,1000
0.032,1715860933.425,1715860933.457,1000
1.021,1715860934.474,1715860935.495,1000
1.043,1715860936.513,1715860937.556,1000
0.025,1715860938.574,1715860938.599,1000
0.023,1715860939.617,1715860939.640,1000
0.018,1715860940.881,1715860940.899,1000
0.021,1715860942.146,1715860942.167,1000
0.027,1715860943.186,1715860943.213,1000
0.021,1715860944.231,1715860944.252,1000
0.021,1715860945.269,1715860945.290,1000
0.038,1715860946.314,1715860946.352,1000
0.022,1715860947.372,1715860947.394,1000
0.040,1715860948.424,1715860948.464,1000
1.052,1715860949.484,1715860950.536,1000
0.019,1715860951.555,1715860951.574,1000
0.020,1715860952.593,1715860952.613,1000
0.019,1715860953.633,1715860953.652,1000
0.025,1715860954.672,1715860954.697,1000
0.025,1715860955.716,1715860955.741,1000
0.027,1715860956.757,1715860956.784,1000
0.019,1715860958.025,1715860958.044,1000
0.022,1715860959.103,1715860959.125,1000
2.058,1715860960.161,1715860962.219,1000
0.022,1715860963.245,1715860963.267,1000
0.023,1715860964.286,1715860964.309,1000
0.019,1715860965.327,1715860965.346,1000
0.024,1715860966.387,1715860966.411,1000
1.027,1715860967.429,1715860968.456,1000
0.021,1715860969.511,1715860969.532,1000
0.026,1715860970.565,1715860970.591,1000
1.036,1715860971.608,1715860972.644,1000
1.029,1715860973.664,1715860974.693,1000
0.023,1715860975.713,1715860975.736,1000
0.022,1715860976.978,1715860977.000,1000
0.021,1715860978.679,1715860978.700,1000
6.574,1715860980.164,1715860986.738,1000
0.031,1715860987.756,1715860987.787,1000
0.022,1715860988.820,1715860988.842,1000
0.019,1715860989.903,1715860989.922,1000
0.019,1715860990.940,1715860990.959,1000
0.018,1715860992.428,1715860992.446,1000
0.026,1715860993.464,1715860993.490,1000
0.044,1715860994.508,1715860994.552,1000
0.022,1715860995.570,1715860995.592,1000
1.028,1715860996.609,1715860997.637,1000
0.024,1715860998.657,1715860998.681,1000
0.019,1715860999.699,1715860999.718,1000
1.032,1715861000.738,1715861001.770,1000
1.026,1715861003.017,1715861004.043,1000
0.020,1715861005.059,1715861005.079,1000
0.019,1715861006.103,1715861006.122,1000
1.028,1715861007.139,1715861008.167,1000
0.021,1715861009.184,1715861009.205,1000
0.020,1715861010.224,1715861010.244,1000
0.022,1715861011.493,1715861011.515,1000
0.023,1715861012.534,1715861012.557,1000
1.026,1715861013.574,1715861014.600,1000
0.024,1715861015.618,1715861015.642,1000
0.020,1715861016.885,1715861016.905,1000
0.021,1715861017.922,1715861017.943,1000
0.020,1715861018.960,1715861018.980,1000
1.046,1715861020.019,1715861021.065,1000
0.019,1715861022.745,1715861022.764,1000
1.026,1715861023.782,1715861024.808,1000
0.019,1715861025.825,1715861025.844,1000
0.022,1715861026.862,1715861026.884,1000
0.019,1715861027.902,1715861027.921,1000
0.014,1715861028.939,1715861028.953,1000
0.026,1715861029.970,1715861029.996,1000
1.028,1715861031.015,1715861032.043,1000
0.024,1715861033.065,1715861033.089,1000
0.026,1715861034.120,1715861034.146,1000
0.020,1715861035.163,1715861035.183,1000
1.031,1715861036.199,1715861037.230,1000
0.023,1715861038.248,1715861038.271,1000
0.019,1715861039.289,1715861039.308,1000
1.051,1715861040.336,1715861041.387,1000
0.036,1715861042.408,1715861042.444,1000
0.022,1715861043.463,1715861043.485,1000
0.020,1715861044.503,1715861044.523,1000
0.024,1715861045.538,1715861045.562,1000
0.026,1715861046.578,1715861046.604,1000
0.019,1715861047.620,1715861047.639,1000
1.044,1715861048.656,1715861049.700,1000
0.023,1715861050.719,1715861050.742,1000
0.020,1715861051.762,1715861051.782,1000
1.030,1715861052.799,1715861053.829,1000
0.022,1715861054.847,1715861054.869,1000
0.259,1715861055.892,1715861056.151,1000
1.043,1715861057.171,1715861058.214,1000
0.021,1715861059.232,1715861059.253,1000
0.019,1715861060.271,1715861060.290,1000
2.311,1715861061.310,1715861063.621,1000
0.023,1715861065.335,1715861065.358,1000
0.021,1715861066.380,1715861066.401,1000
0.021,1715861067.418,1715861067.439,1000
0.021,1715861068.456,1715861068.477,1000
0.023,1715861069.501,1715861069.524,1000
0.019,1715861070.542,1715861070.561,1000
0.019,1715861071.579,1715861071.598,1000
1.058,1715861072.616,1715861073.674,1000
1.047,1715861074.704,1715861075.751,1000
0.057,1715861076.771,1715861076.828,1000
0.019,1715861077.845,1715861077.864,1000
1.035,1715861079.321,1715861080.356,1000
1.037,1715861081.373,1715861082.410,1000
0.031,1715861083.426,1715861083.457,1000
0.025,1715861084.474,1715861084.499,1000
0.021,1715861085.516,1715861085.537,1000
0.029,1715861086.783,1715861086.812,1000
0.020,1715861087.842,1715861087.862,1000
0.019,1715861088.894,1715861088.913,1000
0.025,1715861089.929,1715861089.954,1000
2.062,1715861090.971,1715861093.033,1000
1.026,1715861094.056,1715861095.082,1000
2.052,1715861096.321,1715861098.373,1000
0.018,1715861101.431,1715861101.449,1000
0.022,1715861102.466,1715861102.488,1000
0.026,1715861103.506,1715861103.532,1000
0.020,1715861104.553,1715861104.573,1000
0.020,1715861105.589,1715861105.609,1000
0.019,1715861107.072,1715861107.091,1000
0.020,1715861108.115,1715861108.135,1000
0.024,1715861109.154,1715861109.178,1000
0.019,1715861110.213,1715861110.232,1000
0.029,1715861111.475,1715861111.504,1000
0.019,1715861112.524,1715861112.543,1000
0.024,1715861113.559,1715861113.583,1000
0.019,1715861114.600,1715861114.619,1000
1.040,1715861115.639,1715861116.679,1000
0.020,1715861117.698,1715861117.718,1000
1.046,1715861118.737,1715861119.783,1000
2.051,1715861120.801,1715861122.852,1000
0.023,1715861123.875,1715861123.898,1000
2.313,1715861124.918,1715861127.231,1000
1.038,1715861128.251,1715861129.289,1000
0.020,1715861130.312,1715861130.332,1000
0.021,1715861131.350,1715861131.371,1000
0.020,1715861132.404,1715861132.424,1000
0.022,1715861133.448,1715861133.470,1000
0.028,1715861134.490,1715861134.518,1000
0.020,1715861135.562,1715861135.582,1000
0.021,1715861136.600,1715861136.621,1000
0.023,1715861137.638,1715861137.661,1000
0.022,1715861138.678,1715861138.700,1000
0.023,1715861139.717,1715861139.740,1000
0.019,1715861140.760,1715861140.779,1000
1.050,1715861142.030,1715861143.080,1000
0.020,1715861144.097,1715861144.117,1000
1.048,1715861145.134,1715861146.182,1000
0.019,1715861147.199,1715861147.218,1000
1.071,1715861148.250,1715861149.321,1000
0.020,1715861150.338,1715861150.358,1000
1.061,1715861151.375,1715861152.436,1000
0.019,1715861153.746,1715861153.765,1000
0.021,1715861154.781,1715861154.802,1000
0.019,1715861155.822,1715861155.841,1000
0.021,1715861156.860,1715861156.881,1000
0.022,1715861157.898,1715861157.920,1000
1.026,1715861158.952,1715861159.978,1000
0.025,1715861160.997,1715861161.022,1000
0.025,1715861162.039,1715861162.064,1000
0.024,1715861163.106,1715861163.130,1000
0.020,1715861164.156,1715861164.176,1000
0.024,1715861165.194,1715861165.218,1000
0.034,1715861166.256,1715861166.290,1000
0.026,1715861167.306,1715861167.332,1000
0.020,1715861168.349,1715861168.369,1000
0.043,1715861169.830,1715861169.873,1000
0.018,1715861170.890,1715861170.908,1000
0.022,1715861171.924,1715861171.946,1000
0.034,1715861172.989,1715861173.023,1000
0.023,1715861174.041,1715861174.064,1000
0.031,1715861175.088,1715861175.119,1000
0.022,1715861176.370,1715861176.392,1000
0.022,1715861177.411,1715861177.433,1000
0.022,1715861178.451,1715861178.473,1000
1.038,1715861179.489,1715861180.527,1000
1.056,1715861181.544,1715861182.600,1000
0.020,1715861183.616,1715861183.636,1000
0.020,1715861184.652,1715861184.672,1000
2.371,1715861185.699,1715861188.070,1000
1.032,1715861189.091,1715861190.123,1000
1.025,1715861191.143,1715861192.168,1000
1.028,1715861193.185,1715861194.213,1000
0.019,1715861195.230,1715861195.249,1000
2.056,1715861196.265,1715861198.321,1000
0.020,1715861199.338,1715861199.358,1000
0.020,1715861200.818,1715861200.838,1000
0.025,1715861201.856,1715861201.881,1000
0.020,1715861202.897,1715861202.917,1000
0.020,1715861203.934,1715861203.954,1000
0.025,1715861204.971,1715861204.996,1000
0.022,1715861206.014,1715861206.036,1000
0.024,1715861207.064,1715861207.088,1000
0.021,1715861208.105,1715861208.126,1000
0.021,1715861209.143,1715861209.164,1000
0.021,1715861210.182,1715861210.203,1000
1.047,1715861211.220,1715861212.267,1000
0.045,1715861213.284,1715861213.329,1000
0.024,1715861214.348,1715861214.372,1000
0.022,1715861215.389,1715861215.411,1000
0.039,1715861216.427,1715861216.466,1000
0.024,1715861217.483,1715861217.507,1000
0.019,1715861218.527,1715861218.546,1000
0.034,1715861219.563,1715861219.597,1000
0.024,1715861220.615,1715861220.639,1000
1.051,1715861221.657,1715861222.708,1000
0.024,1715861223.727,1715861223.751,1000
0.024,1715861224.781,1715861224.805,1000
1.027,1715861225.826,1715861226.853,1000
0.021,1715861229.880,1715861229.901,1000
0.036,1715861230.916,1715861230.952,1000
0.043,1715861231.970,1715861232.013,1000
0.168,1715861233.070,1715861233.238,1000
0.024,1715861234.321,1715861234.345,1000
1.031,1715861235.361,1715861236.392,1000
0.022,1715861237.410,1715861237.432,1000
0.019,1715861238.449,1715861238.468,1000
0.021,1715861239.508,1715861239.529,1000
0.021,1715861240.547,1715861240.568,1000
0.022,1715861241.591,1715861241.613,1000
0.050,1715861242.630,1715861242.680,1000
0.019,1715861243.697,1715861243.716,1000
0.021,1715861244.735,1715861244.756,1000
0.019,1715861245.774,1715861245.793,1000
0.020,1715861247.082,1715861247.102,1000
0.021,1715861248.119,1715861248.140,1000
1.024,1715861249.159,1715861250.183,1000
0.025,1715861251.202,1715861251.227,1000
0.024,1715861252.251,1715861252.275,1000
1.024,1715861253.291,1715861254.315,1000
0.020,1715861255.333,1715861255.353,1000
0.025,1715861256.373,1715861256.398,1000
0.025,1715861257.416,1715861257.441,1000
0.018,1715861258.458,1715861258.476,1000
0.018,1715861259.493,1715861259.511,1000
0.018,1715861260.529,1715861260.547,1000
0.020,1715861261.819,1715861261.839,1000
1.025,1715861262.855,1715861263.880,1000
0.023,1715861264.898,1715861264.921,1000
0.020,1715861265.938,1715861265.958,1000
0.025,1715861266.979,1715861267.004,1000
1.045,1715861268.023,1715861269.068,1000
1.024,1715861270.089,1715861271.113,1000
0.021,1715861272.131,1715861272.152,1000
0.023,1715861273.168,1715861273.191,1000
1.035,1715861274.207,1715861275.242,1000
0.026,1715861276.258,1715861276.284,1000
1.058,1715861277.300,1715861278.358,1000
0.024,1715861279.379,1715861279.403,1000
0.022,1715861280.422,1715861280.444,1000
0.021,1715861281.896,1715861281.917,1000
0.030,1715861282.933,1715861282.963,1000
1.052,1715861283.981,1715861285.033,1000
5.239,1715861286.049,1715861291.288,1000
0.022,1715861292.304,1715861292.326,1000
0.024,1715861293.341,1715861293.365,1000
0.021,1715861294.381,1715861294.402,1000
0.031,1715861295.419,1715861295.450,1000
0.023,1715861296.475,1715861296.498,1000
0.024,1715861297.517,1715861297.541,1000
0.023,1715861298.800,1715861298.823,1000
1.052,1715861300.076,1715861301.128,1000
0.023,1715861302.148,1715861302.171,1000
0.036,1715861303.189,1715861303.225,1000
0.025,1715861304.240,1715861304.265,1000
1.029,1715861305.281,1715861306.310,1000
0.022,1715861307.328,1715861307.350,1000
0.024,1715861308.369,1715861308.393,1000
0.019,1715861309.425,1715861309.444,1000
0.022,1715861310.461,1715861310.483,1000
0.022,1715861311.514,1715861311.536,1000
0.025,1715861312.564,1715861312.589,1000
0.024,1715861313.608,1715861313.632,1000
0.034,1715861314.868,1715861314.902,1000
0.020,1715861315.917,1715861315.937,1000
0.068,1715861317.180,1715861317.248,1000
0.024,1715861318.266,1715861318.290,1000
0.024,1715861319.308,1715861319.332,1000
0.026,1715861320.349,1715861320.375,1000
0.024,1715861321.390,1715861321.414,1000
0.028,1715861322.444,1715861322.472,1000
0.023,1715861323.488,1715861323.511,1000
0.030,1715861324.528,1715861324.558,1000
2.324,1715861325.829,1715861328.153,1000
0.021,1715861329.988,1715861330.009,1000
2.050,1715861331.045,1715861333.095,1000
0.022,1715861334.336,1715861334.358,1000
0.020,1715861335.615,1715861335.635,1000
0.023,1715861336.651,1715861336.674,1000
1.051,1715861337.691,1715861338.742,1000
2.108,1715861339.758,1715861341.866,1000
0.025,1715861342.882,1715861342.907,1000
0.035,1715861343.935,1715861343.970,1000
0.023,1715861344.989,1715861345.012,1000
0.021,1715861346.028,1715861346.049,1000
0.025,1715861347.083,1715861347.108,1000
0.020,1715861348.125,1715861348.145,1000
0.027,1715861349.161,1715861349.188,1000
0.023,1715861350.204,1715861350.227,1000
0.021,1715861351.245,1715861351.266,1000
0.024,1715861352.285,1715861352.309,1000
1.061,1715861353.552,1715861354.613,1000
0.022,1715861355.636,1715861355.658,1000
0.033,1715861356.701,1715861356.734,1000
0.023,1715861357.750,1715861357.773,1000
0.022,1715861359.020,1715861359.042,1000
0.019,1715861360.290,1715861360.309,1000
0.021,1715861361.327,1715861361.348,1000
2.064,1715861362.366,1715861364.430,1000
0.020,1715861365.452,1715861365.472,1000
0.023,1715861366.523,1715861366.546,1000
0.020,1715861367.562,1715861367.582,1000
0.021,1715861368.598,1715861368.619,1000
0.027,1715861369.640,1715861369.667,1000
0.020,1715861370.683,1715861370.703,1000
1.023,1715861371.721,1715861372.744,1000
0.024,1715861373.980,1715861374.004,1000
1.048,1715861375.023,1715861376.071,1000
0.022,1715861377.088,1715861377.110,1000
0.023,1715861378.126,1715861378.149,1000
0.021,1715861379.169,1715861379.190,1000
0.020,1715861380.432,1715861380.452,1000
0.019,1715861381.467,1715861381.486,1000
0.026,1715861382.504,1715861382.530,1000
1.035,1715861383.547,1715861384.582,1000
0.023,1715861385.610,1715861385.633,1000
0.023,1715861386.650,1715861386.673,1000
1.066,1715861387.691,1715861388.757,1000
0.023,1715861389.773,1715861389.796,1000
0.039,1715861390.819,1715861390.858,1000
0.024,1715861391.874,1715861391.898,1000
0.024,1715861392.916,1715861392.940,1000
0.019,1715861393.956,1715861393.975,1000
0.043,1715861394.992,1715861395.035,1000
1.043,1715861396.054,1715861397.097,1000
1.031,1715861398.116,1715861399.147,1000
1.024,1715861400.391,1715861401.415,1000
0.027,1715861402.431,1715861402.458,1000
0.024,1715861403.478,1715861403.502,1000
0.021,1715861404.739,1715861404.760,1000
0.021,1715861405.776,1715861405.797,1000
0.022,1715861406.828,1715861406.850,1000
0.044,1715861407.867,1715861407.911,1000
1.052,1715861408.927,1715861409.979,1000
1.040,1715861410.996,1715861412.036,1000
0.021,1715861413.074,1715861413.095,1000
0.028,1715861414.115,1715861414.143,1000
1.041,1715861415.166,1715861416.207,1000
0.021,1715861417.224,1715861417.245,1000
0.023,1715861418.477,1715861418.500,1000
0.024,1715861419.519,1715861419.543,1000
0.021,1715861420.559,1715861420.580,1000
0.033,1715861421.607,1715861421.640,1000
0.030,1715861422.658,1715861422.688,1000
0.022,1715861423.706,1715861423.728,1000
0.021,1715861425.213,1715861425.234,1000
0.021,1715861426.736,1715861426.757,1000
0.023,1715861427.789,1715861427.812,1000
0.024,1715861428.831,1715861428.855,1000
1.046,1715861429.872,1715861430.918,1000
0.024,1715861431.935,1715861431.959,1000
0.024,1715861432.980,1715861433.004,1000
1.025,1715861434.021,1715861435.046,1000
0.025,1715861436.063,1715861436.088,1000
1.055,1715861437.104,1715861438.159,1000
0.038,1715861439.177,1715861439.215,1000
0.022,1715861440.231,1715861440.253,1000
1.025,1715861441.513,1715861442.538,1000
0.020,1715861443.554,1715861443.574,1000
1.024,1715861444.840,1715861445.864,1000
0.047,1715861446.880,1715861446.927,1000
0.080,1715861448.237,1715861448.317,1000
0.020,1715861449.333,1715861449.353,1000
0.024,1715861450.371,1715861450.395,1000
0.041,1715861451.414,1715861451.455,1000
0.022,1715861452.471,1715861452.493,1000
0.063,1715861453.509,1715861453.572,1000
0.040,1715861454.587,1715861454.627,1000
0.021,1715861455.866,1715861455.887,1000
0.023,1715861457.132,1715861457.155,1000
0.092,1715861458.174,1715861458.266,1000
1.228,1715861459.307,1715861460.535,1000
1.052,1715861461.644,1715861462.696,1000
0.432,1715861463.735,1715861464.167,1000
0.021,1715861465.720,1715861465.741,1000
0.082,1715861466.758,1715861466.840,1000
0.090,1715861467.865,1715861467.955,1000
0.268,1715861469.375,1715861469.643,1000
0.300,1715861470.678,1715861470.978,1000
0.320,1715861472.603,1715861472.923,1000
0.049,1715861474.491,1715861474.540,1000
0.020,1715861475.556,1715861475.576,1000
1.251,1715861476.597,1715861477.848,1000
0.335,1715861478.998,1715861479.333,1000
0.099,1715861480.350,1715861480.449,1000
0.529,1715861481.518,1715861482.047,1000
0.216,1715861483.152,1715861483.368,1000
1.354,1715861484.471,1715861485.825,1000
2.071,1715861487.731,1715861489.802,1000
0.108,1715861490.830,1715861490.938,1000
0.063,1715861491.965,1715861492.028,1000
0.030,1715861493.044,1715861493.074,1000
1.050,1715861494.092,1715861495.142,1000
0.083,1715861496.162,1715861496.245,1000
0.040,1715861497.496,1715861497.536,1000
1.033,1715861498.562,1715861499.595,1000
0.024,1715861500.613,1715861500.637,1000
0.021,1715861501.653,1715861501.674,1000
0.025,1715861502.690,1715861502.715,1000
0.026,1715861503.746,1715861503.772,1000
0.031,1715861504.789,1715861504.820,1000
0.023,1715861505.837,1715861505.860,1000
0.051,1715861506.885,1715861506.936,1000
1.024,1715861507.975,1715861508.999,1000
0.035,1715861512.027,1715861512.062,1000
0.036,1715861513.079,1715861513.115,1000
0.023,1715861514.363,1715861514.386,1000
1.105,1715861515.403,1715861516.508,1000
0.034,1715861517.542,1715861517.576,1000
0.021,1715861518.603,1715861518.624,1000
0.020,1715861519.878,1715861519.898,1000
0.026,1715861520.916,1715861520.942,1000
1.030,1715861521.959,1715861522.989,1000
0.026,1715861524.005,1715861524.031,1000
0.091,1715861525.046,1715861525.137,1000
0.029,1715861526.178,1715861526.207,1000
1.052,1715861527.232,1715861528.284,1000
0.022,1715861529.364,1715861529.386,1000
0.023,1715861530.625,1715861530.648,1000
0.020,1715861531.706,1715861531.726,1000
2.157,1715861532.742,1715861534.899,1000
0.025,1715861535.931,1715861535.956,1000
0.257,1715861536.972,1715861537.229,1000
0.023,1715861538.467,1715861538.490,1000
0.022,1715861539.506,1715861539.528,1000
0.026,1715861540.779,1715861540.805,1000
0.039,1715861541.825,1715861541.864,1000
0.025,1715861542.879,1715861542.904,1000
0.020,1715861544.151,1715861544.171,1000
0.021,1715861545.191,1715861545.212,1000
1.047,1715861546.227,1715861547.274,1000
0.020,1715861548.289,1715861548.309,1000
1.023,1715861549.546,1715861550.569,1000
