sender_id,sequence,rtt,send_time,ack_time
1,379,0.105,1717960478.385, 1717960478.490
1,380,0.130,1717960479.491, 1717960479.621
1,381,0.141,1717960480.622, 1717960480.763
1,382,0.146,1717960481.764, 1717960481.910
1,383,0.127,1717960482.911, 1717960483.038
1,384,0.150,1717960484.039, 1717960484.189
1,385,0.137,1717960485.190, 1717960485.327
1,386,0.138,1717960486.328, 1717960486.467
1,387,0.140,1717960487.468, 1717960487.608
1,388,0.189,1717960488.609, 1717960488.798
1,389,0.132,1717960489.799, 1717960489.931
1,390,0.120,1717960490.932, 1717960491.052
1,391,0.142,1717960492.054, 1717960492.196
1,392,0.133,1717960493.197, 1717960493.330
1,393,0.142,1717960494.331, 1717960494.473
1,394,0.131,1717960495.582, 1717960495.712
1,395,0.144,1717960496.714, 1717960496.858
1,396,0.150,1717960497.859, 1717960498.009
1,397,0.136,1717960499.010, 1717960499.146
1,398,0.135,1717960500.147, 1717960500.282
1,399,0.135,1717960501.283, 1717960501.419
1,400,0.127,1717960502.420, 1717960502.547
1,401,0.137,1717960503.548, 1717960503.685
1,402,0.122,1717960504.686, 1717960504.809
1,403,0.187,1717960505.810, 1717960505.997
1,404,0.117,1717960506.999, 1717960507.116
1,405,0.146,1717960508.117, 1717960508.263
1,406,0.145,1717960509.264, 1717960509.409
1,407,0.141,1717960510.410, 1717960510.551
1,408,0.140,1717960511.552, 1717960511.692
1,409,0.171,1717960512.794, 1717960512.965
1,410,0.099,1717960513.966, 1717960514.065
1,411,0.144,1717960515.066, 1717960515.210
1,412,0.169,1717960516.211, 1717960516.381
1,413,0.101,1717960517.382, 1717960517.484
1,414,0.146,1717960518.485, 1717960518.631
1,415,0.145,1717960519.632, 1717960519.777
1,416,0.093,1717960520.778, 1717960520.871
1,417,0.166,1717960521.873, 1717960522.038
1,418,0.145,1717960523.040, 1717960523.185
1,419,0.135,1717960524.186, 1717960524.321
1,420,0.162,1717960525.322, 1717960525.484
1,421,0.133,1717960526.485, 1717960526.618
1,422,0.129,1717960527.619, 1717960527.748
1,423,0.213,1717960528.749, 1717960528.962
1,424,0.128,1717960529.963, 1717960530.091
1,425,0.129,1717960531.092, 1717960531.221
1,426,0.157,1717960532.222, 1717960532.379
1,427,0.134,1717960533.381, 1717960533.514
1,428,0.135,1717960534.515, 1717960534.650
1,429,0.129,1717960535.686, 1717960535.815
1,430,0.132,1717960536.816, 1717960536.948
1,431,0.164,1717960537.949, 1717960538.113
1,432,0.131,1717960539.114, 1717960539.245
1,433,0.157,1717960540.247, 1717960540.404
1,434,0.148,1717960541.405, 1717960541.553
1,435,0.132,1717960542.555, 1717960542.686
1,436,0.125,1717960543.687, 1717960543.812
1,437,0.146,1717960544.813, 1717960544.959
1,438,0.136,1717960545.960, 1717960546.096
1,439,0.148,1717960547.098, 1717960547.246
1,440,0.116,1717960548.247, 1717960548.363
1,441,0.129,1717960549.364, 1717960549.493
1,442,0.154,1717960550.494, 1717960550.648
1,443,0.164,1717960551.649, 1717960551.813
1,444,0.117,1717960552.846, 1717960552.962
1,445,0.145,1717960553.963, 1717960554.108
1,446,0.138,1717960555.110, 1717960555.248
1,447,0.142,1717960556.249, 1717960556.390
1,448,0.155,1717960557.392, 1717960557.547
1,449,0.127,1717960558.567, 1717960558.694
1,450,0.130,1717960559.695, 1717960559.825
1,451,0.134,1717960560.826, 1717960560.960
1,452,0.133,1717960561.961, 1717960562.094
1,453,0.135,1717960563.095, 1717960563.230
1,454,0.132,1717960564.231, 1717960564.363
1,455,0.132,1717960565.364, 1717960565.495
1,456,0.142,1717960566.497, 1717960566.639
1,457,0.135,1717960567.640, 1717960567.775
1,458,0.134,1717960568.776, 1717960568.909
1,459,0.121,1717960569.911, 1717960570.032
1,460,0.125,1717960571.033, 1717960571.158
1,461,0.156,1717960572.159, 1717960572.315
1,462,0.105,1717960573.316, 1717960573.421
1,463,0.142,1717960574.422, 1717960574.564
1,464,0.120,1717960575.590, 1717960575.710
1,465,0.132,1717960576.711, 1717960576.843
1,466,0.144,1717960577.845, 1717960577.989
1,467,0.133,1717960578.990, 1717960579.122
1,468,0.140,1717960580.124, 1717960580.264
1,469,0.128,1717960581.265, 1717960581.394
1,470,0.125,1717960582.395, 1717960582.520
1,471,0.157,1717960583.521, 1717960583.678
1,472,0.122,1717960584.679, 1717960584.801
1,473,0.138,1717960585.802, 1717960585.940
1,474,0.124,1717960586.941, 1717960587.066
1,475,0.148,1717960588.067, 1717960588.215
1,476,0.143,1717960589.217, 1717960589.360
1,477,0.135,1717960590.361, 1717960590.496
1,478,0.135,1717960591.497, 1717960591.633
1,479,0.139,1717960592.665, 1717960592.804
1,480,0.126,1717960593.806, 1717960593.932
1,481,0.148,1717960594.933, 1717960595.081
1,482,0.130,1717960596.082, 1717960596.213
1,483,0.123,1717960597.214, 1717960597.337
1,484,0.141,1717960598.338, 1717960598.479
1,485,0.123,1717960599.480, 1717960599.603
1,486,0.144,1717960600.604, 1717960600.748
1,487,0.152,1717960601.749, 1717960601.901
1,488,0.108,1717960602.902, 1717960603.010
1,489,0.131,1717960604.012, 1717960604.143
1,490,0.140,1717960605.144, 1717960605.284
1,491,0.124,1717960606.285, 1717960606.410
1,492,0.121,1717960607.411, 1717960607.532
1,493,0.126,1717960608.534, 1717960608.660
1,494,0.143,1717960609.678, 1717960609.821
1,495,0.116,1717960610.822, 1717960610.939
1,496,0.132,1717960611.940, 1717960612.072
1,497,0.134,1717960613.073, 1717960613.207
1,498,0.136,1717960614.209, 1717960614.344
1,499,0.168,1717960615.346, 1717960615.514
1,500,0.179,1717960616.515, 1717960616.695
1,501,0.156,1717960617.696, 1717960617.852
1,502,0.126,1717960618.853, 1717960618.979
