delay,send_time,receive_time
0.020,1716217960.527,1716217960.547
0.006,1716217961.624,1716217961.630
0.004,1716217962.696,1716217962.700
0.005,1716217963.769,1716217963.773
0.013,1716217964.845,1716217964.857
0.013,1716217965.928,1716217965.940
-0.002,1716217967.006,1716217967.004
-0.008,1716217968.068,1716217968.059
0.044,1716217969.131,1716217969.175
-0.010,1716217970.241,1716217970.231
-0.010,1716217971.303,1716217971.294
0.010,1716217972.365,1716217972.375
-0.006,1716217973.443,1716217973.437
-0.005,1716217974.515,1716217974.510
0.030,1716217975.581,1716217975.612
0.033,1716217976.677,1716217976.710
0.022,1716217977.781,1716217977.804
-0.003,1716217978.880,1716217978.877
0.004,1716217979.943,1716217979.946
0.024,1716217981.012,1716217981.036
0.002,1716217982.107,1716217982.109
0.020,1716217983.172,1716217983.192
0.005,1716217984.255,1716217984.260
0.008,1716217985.332,1716217985.340
0.038,1716217986.402,1716217986.441
0.022,1716217987.513,1716217987.535
0.032,1716217988.603,1716217988.635
0.016,1716217989.711,1716217989.728
0.007,1716217990.801,1716217990.807
0.006,1716217991.875,1716217991.882
0.015,1716217992.950,1716217992.964
0.012,1716217994.035,1716217994.047
0.018,1716217995.126,1716217995.144
0.022,1716217996.215,1716217996.238
0.007,1716217997.303,1716217997.310
-0.013,1716217998.376,1716217998.363
0.017,1716217999.442,1716217999.459
0.011,1716218000.525,1716218000.536
0.005,1716218001.602,1716218001.606
0.009,1716218002.683,1716218002.691
-0.007,1716218003.770,1716218003.763
0.007,1716218004.834,1716218004.841
0.017,1716218005.914,1716218005.931
0.031,1716218006.996,1716218007.026
0.005,1716218008.094,1716218008.099
0.026,1716218009.178,1716218009.204
0.012,1716218010.280,1716218010.292
-0.011,1716218011.372,1716218011.362
0.017,1716218012.437,1716218012.455
0.002,1716218013.526,1716218013.528
0.024,1716218014.594,1716218014.618
-0.004,1716218015.683,1716218015.679
0.011,1716218016.745,1716218016.756
0.016,1716218017.827,1716218017.844
0.018,1716218018.910,1716218018.927
0.023,1716218019.993,1716218020.015
0.022,1716218021.091,1716218021.114
0.017,1716218022.180,1716218022.197
0.003,1716218023.282,1716218023.284
0.022,1716218024.351,1716218024.372
0.012,1716218025.446,1716218025.458
0.033,1716218026.530,1716218026.563
0.016,1716218027.635,1716218027.651
0.003,1716218028.721,1716218028.724
0.037,1716218029.795,1716218029.832
-0.002,1716218030.903,1716218030.901
0.017,1716218031.967,1716218031.984
0.017,1716218033.055,1716218033.072
0.022,1716218034.147,1716218034.168
0.021,1716218035.239,1716218035.260
0.006,1716218036.331,1716218036.336
0.008,1716218037.407,1716218037.414
-0.005,1716218038.477,1716218038.472
-0.008,1716218039.544,1716218039.536
0.005,1716218040.607,1716218040.613
0.027,1716218041.694,1716218041.722
0.018,1716218042.799,1716218042.817
0.001,1716218043.888,1716218043.889
0.027,1716218044.960,1716218044.988
0.002,1716218046.054,1716218046.056
-0.001,1716218047.127,1716218047.125
0.011,1716218048.199,1716218048.209
-0.005,1716218049.282,1716218049.277
0.001,1716218050.348,1716218050.349
0.013,1716218051.415,1716218051.428
-0.001,1716218052.494,1716218052.493
-0.008,1716218053.571,1716218053.562
0.029,1716218054.627,1716218054.656
0.004,1716218055.734,1716218055.738
0.020,1716218056.804,1716218056.824
0.003,1716218057.895,1716218057.898
-0.005,1716218058.975,1716218058.969
0.003,1716218060.042,1716218060.045
0.012,1716218061.118,1716218061.130
0.007,1716218062.208,1716218062.215
-0.013,1716218063.302,1716218063.289
0.027,1716218064.366,1716218064.392
-0.002,1716218065.470,1716218065.469
0.017,1716218066.530,1716218066.547
0.000,1716218067.620,1716218067.621
0.026,1716218068.692,1716218068.718
0.010,1716218069.786,1716218069.796
0.001,1716218070.868,1716218070.869
0.004,1716218071.941,1716218071.945
0.014,1716218073.011,1716218073.025
0.016,1716218074.093,1716218074.109
-0.005,1716218075.172,1716218075.168
0.025,1716218076.253,1716218076.278
0.010,1716218077.344,1716218077.354
0.000,1716218078.420,1716218078.421
0.010,1716218079.492,1716218079.502
-0.011,1716218080.568,1716218080.557
-0.005,1716218081.629,1716218081.624
0.017,1716218082.690,1716218082.707
0.006,1716218083.779,1716218083.786
0.011,1716218084.859,1716218084.870
-0.006,1716218085.936,1716218085.930
0.009,1716218087.016,1716218087.026
0.040,1716218088.092,1716218088.131
-0.005,1716218089.194,1716218089.189
-0.016,1716218090.265,1716218090.250
0.041,1716218091.327,1716218091.368
0.001,1716218092.439,1716218092.440
-0.006,1716218093.520,1716218093.514
0.002,1716218094.577,1716218094.579
-0.001,1716218095.648,1716218095.647
0.027,1716218096.727,1716218096.754
0.009,1716218097.821,1716218097.830
0.010,1716218098.903,1716218098.913
0.005,1716218099.979,1716218099.985
0.019,1716218101.046,1716218101.065
-0.005,1716218102.131,1716218102.126
0.009,1716218103.204,1716218103.213
0.001,1716218104.280,1716218104.281
0.010,1716218105.347,1716218105.358
0.030,1716218106.424,1716218106.454
-0.005,1716218107.521,1716218107.516
0.027,1716218108.592,1716218108.618
-0.005,1716218109.687,1716218109.682
0.024,1716218110.758,1716218110.783
0.035,1716218111.856,1716218111.891
0.011,1716218112.962,1716218112.973
-0.005,1716218114.042,1716218114.036
0.020,1716218115.108,1716218115.128
0.020,1716218116.200,1716218116.220
0.008,1716218117.295,1716218117.304
0.002,1716218118.372,1716218118.374
0.026,1716218119.450,1716218119.476
-0.005,1716218120.547,1716218120.542
0.004,1716218121.622,1716218121.626
-0.006,1716218122.692,1716218122.687
0.006,1716218123.760,1716218123.767
0.022,1716218124.848,1716218124.870
0.006,1716218125.942,1716218125.948
0.016,1716218127.023,1716218127.039
0.007,1716218128.108,1716218128.115
0.004,1716218129.192,1716218129.196
0.004,1716218130.263,1716218130.267
0.027,1716218131.339,1716218131.366
0.019,1716218132.440,1716218132.460
0.030,1716218133.540,1716218133.570
0.014,1716218134.643,1716218134.656
0.017,1716218135.731,1716218135.748
0.010,1716218136.816,1716218136.827
0.021,1716218137.895,1716218137.916
0.009,1716218138.987,1716218138.996
0.009,1716218140.062,1716218140.072
0.010,1716218141.138,1716218141.147
0.004,1716218142.220,1716218142.224
0.019,1716218143.296,1716218143.315
0.025,1716218144.387,1716218144.412
0.010,1716218145.483,1716218145.493
-0.001,1716218146.565,1716218146.564
-0.011,1716218147.631,1716218147.620
0.020,1716218148.692,1716218148.712
-0.001,1716218149.784,1716218149.783
0.014,1716218150.854,1716218150.868
0.020,1716218151.932,1716218151.952
0.004,1716218153.021,1716218153.025
0.015,1716218154.099,1716218154.114
0.015,1716218155.186,1716218155.202
-0.004,1716218156.265,1716218156.261
0.019,1716218157.339,1716218157.358
-0.014,1716218158.438,1716218158.424
0.003,1716218159.504,1716218159.507
0.014,1716218160.579,1716218160.593
0.010,1716218161.668,1716218161.678
-0.001,1716218162.744,1716218162.743
-0.005,1716218163.825,1716218163.820
0.010,1716218164.887,1716218164.897
0.000,1716218165.975,1716218165.975
0.005,1716218167.055,1716218167.060
0.039,1716218168.133,1716218168.172
0.004,1716218169.253,1716218169.257
-0.001,1716218170.330,1716218170.329
0.020,1716218171.403,1716218171.422
-0.006,1716218172.493,1716218172.487
0.006,1716218173.559,1716218173.565
0.019,1716218174.638,1716218174.657
0.004,1716218175.721,1716218175.725
-0.001,1716218176.798,1716218176.797
-0.010,1716218177.869,1716218177.859
0.004,1716218178.932,1716218178.936
0.018,1716218180.008,1716218180.025
0.024,1716218181.100,1716218181.124
-0.001,1716218182.187,1716218182.187
0.019,1716218183.267,1716218183.286
-0.011,1716218184.353,1716218184.341
-0.008,1716218185.405,1716218185.397
0.035,1716218186.462,1716218186.497
-0.004,1716218187.563,1716218187.559
0.009,1716218188.626,1716218188.636
0.021,1716218189.708,1716218189.729
0.004,1716218190.800,1716218190.804
-0.006,1716218191.876,1716218191.870
-0.000,1716218192.950,1716218192.950
-0.001,1716218194.022,1716218194.021
0.009,1716218195.088,1716218195.097
0.030,1716218196.164,1716218196.193
-0.001,1716218197.261,1716218197.260
0.001,1716218198.334,1716218198.335
-0.006,1716218199.409,1716218199.402
-0.002,1716218200.470,1716218200.469
0.030,1716218201.546,1716218201.576
-0.001,1716218202.643,1716218202.642
-0.006,1716218203.714,1716218203.708
-0.012,1716218204.781,1716218204.769
-0.001,1716218205.841,1716218205.840
0.020,1716218206.920,1716218206.940
0.009,1716218208.010,1716218208.020
0.004,1716218209.088,1716218209.091
0.025,1716218210.177,1716218210.201
-0.007,1716218211.268,1716218211.262
-0.001,1716218212.331,1716218212.330
-0.006,1716218213.402,1716218213.396
0.020,1716218214.464,1716218214.483
0.021,1716218215.550,1716218215.571
0.006,1716218216.638,1716218216.645
0.009,1716218217.714,1716218217.723
-0.001,1716218218.787,1716218218.786
0.010,1716218219.873,1716218219.883
-0.002,1716218220.956,1716218220.954
0.003,1716218222.026,1716218222.030
0.016,1716218223.119,1716218223.135
0.006,1716218224.216,1716218224.222
-0.000,1716218225.289,1716218225.289
0.012,1716218226.362,1716218226.375
0.017,1716218227.439,1716218227.456
0.006,1716218228.525,1716218228.531
-0.011,1716218229.611,1716218229.600
0.014,1716218230.673,1716218230.687
0.004,1716218231.754,1716218231.759
0.004,1716218232.840,1716218232.844
-0.001,1716218233.912,1716218233.911
0.009,1716218234.983,1716218234.993
-0.000,1716218236.065,1716218236.065
0.008,1716218237.151,1716218237.160
0.014,1716218238.237,1716218238.251
0.004,1716218239.332,1716218239.336
0.019,1716218240.409,1716218240.427
0.008,1716218241.500,1716218241.508
0.005,1716218242.581,1716218242.585
-0.002,1716218243.662,1716218243.660
-0.003,1716218244.727,1716218244.724
0.003,1716218245.798,1716218245.801
0.019,1716218246.879,1716218246.898
0.003,1716218247.968,1716218247.971
0.019,1716218249.038,1716218249.057
0.019,1716218250.135,1716218250.154
0.008,1716218251.221,1716218251.229
-0.001,1716218252.315,1716218252.314
0.022,1716218253.386,1716218253.409
-0.006,1716218254.487,1716218254.480
-0.011,1716218255.553,1716218255.542
0.008,1716218256.617,1716218256.625
0.036,1716218257.701,1716218257.737
0.027,1716218258.824,1716218258.850
0.029,1716218259.924,1716218259.953
0.004,1716218261.023,1716218261.026
0.019,1716218262.108,1716218262.127
0.009,1716218263.199,1716218263.208
-0.007,1716218264.289,1716218264.283
0.019,1716218265.357,1716218265.375
-0.007,1716218266.452,1716218266.444
0.013,1716218267.521,1716218267.534
0.003,1716218268.602,1716218268.605
0.014,1716218269.680,1716218269.694
-0.012,1716218270.768,1716218270.756
-0.007,1716218271.837,1716218271.830
0.003,1716218272.904,1716218272.906
0.014,1716218273.980,1716218273.993
0.003,1716218275.058,1716218275.061
0.018,1716218276.137,1716218276.155
-0.001,1716218277.228,1716218277.226
-0.009,1716218278.300,1716218278.290
0.008,1716218279.372,1716218279.380
0.003,1716218280.445,1716218280.448
0.019,1716218281.521,1716218281.540
-0.007,1716218282.618,1716218282.611
0.003,1716218283.685,1716218283.688
-0.012,1716218284.758,1716218284.746
0.029,1716218285.810,1716218285.839
0.013,1716218286.909,1716218286.922
-0.002,1716218287.999,1716218287.997
0.004,1716218289.070,1716218289.074
0.007,1716218290.147,1716218290.155
-0.001,1716218291.223,1716218291.223
0.010,1716218292.298,1716218292.308
0.003,1716218293.382,1716218293.385
-0.002,1716218294.439,1716218294.438
-0.008,1716218295.516,1716218295.508
0.010,1716218296.590,1716218296.600
0.008,1716218297.681,1716218297.690
0.004,1716218298.768,1716218298.772
0.008,1716218299.854,1716218299.861
0.009,1716218300.935,1716218300.944
-0.001,1716218302.017,1716218302.016
-0.003,1716218303.084,1716218303.082
0.032,1716218304.159,1716218304.192
0.025,1716218305.264,1716218305.288
-0.008,1716218306.376,1716218306.368
-0.002,1716218307.442,1716218307.441
-0.003,1716218308.516,1716218308.514
0.007,1716218309.603,1716218309.609
0.018,1716218310.678,1716218310.696
-0.001,1716218311.769,1716218311.768
0.009,1716218312.842,1716218312.851
0.007,1716218313.919,1716218313.926
0.013,1716218314.996,1716218315.009
-0.003,1716218316.081,1716218316.078
0.012,1716218317.147,1716218317.159
-0.003,1716218318.241,1716218318.238
0.015,1716218319.312,1716218319.327
0.015,1716218320.401,1716218320.416
0.012,1716218321.491,1716218321.504
0.019,1716218322.577,1716218322.596
0.012,1716218323.670,1716218323.682
0.008,1716218324.756,1716218324.763
0.018,1716218325.832,1716218325.850
-0.001,1716218326.924,1716218326.923
-0.002,1716218328.003,1716218328.001
-0.004,1716218329.071,1716218329.067
-0.007,1716218330.146,1716218330.139
0.003,1716218331.215,1716218331.218
0.022,1716218332.292,1716218332.314
0.003,1716218333.388,1716218333.391
0.019,1716218334.462,1716218334.481
0.022,1716218335.555,1716218335.577
0.008,1716218336.651,1716218336.659
-0.013,1716218337.733,1716218337.719
0.010,1716218338.791,1716218338.801
-0.001,1716218339.878,1716218339.877
0.013,1716218340.950,1716218340.964
-0.002,1716218342.037,1716218342.035
0.013,1716218343.109,1716218343.121
0.008,1716218344.195,1716218344.203
0.008,1716218345.273,1716218345.281
-0.003,1716218346.349,1716218346.346
-0.008,1716218347.438,1716218347.430
-0.007,1716218348.505,1716218348.499
0.013,1716218349.583,1716218349.596
-0.012,1716218350.671,1716218350.659
0.024,1716218351.736,1716218351.761
0.019,1716218352.829,1716218352.848
0.018,1716218353.918,1716218353.936
-0.008,1716218355.010,1716218355.002
-0.007,1716218356.085,1716218356.078
0.018,1716218357.152,1716218357.170
-0.001,1716218358.245,1716218358.245
0.008,1716218359.319,1716218359.327
0.025,1716218360.400,1716218360.426
0.028,1716218361.502,1716218361.530
-0.002,1716218362.602,1716218362.600
-0.002,1716218363.677,1716218363.675
-0.007,1716218364.743,1716218364.737
0.019,1716218365.824,1716218365.843
0.004,1716218366.916,1716218366.920
-0.002,1716218367.998,1716218367.996
0.014,1716218369.064,1716218369.078
0.004,1716218370.150,1716218370.155
0.009,1716218371.228,1716218371.236
0.001,1716218372.318,1716218372.320
0.033,1716218373.392,1716218373.426
-0.016,1716218374.499,1716218374.482
-0.001,1716218375.563,1716218375.562
0.014,1716218376.635,1716218376.649
0.010,1716218377.713,1716218377.723
0.013,1716218378.796,1716218378.809
-0.003,1716218379.877,1716218379.874
0.003,1716218380.947,1716218380.950
-0.015,1716218382.018,1716218382.003
-0.001,1716218383.073,1716218383.072
-0.006,1716218384.145,1716218384.139
-0.007,1716218385.212,1716218385.205
0.004,1716218386.286,1716218386.289
0.022,1716218387.362,1716218387.384
-0.007,1716218388.450,1716218388.444
0.008,1716218389.530,1716218389.538
0.023,1716218390.611,1716218390.635
0.018,1716218391.707,1716218391.726
-0.006,1716218392.803,1716218392.796
-0.005,1716218393.870,1716218393.864
0.010,1716218394.932,1716218394.943
0.005,1716218396.015,1716218396.020
0.029,1716218397.086,1716218397.116
0.013,1716218398.186,1716218398.199
0.035,1716218399.282,1716218399.316
0.009,1716218400.389,1716218400.398
0.005,1716218401.476,1716218401.481
-0.001,1716218402.551,1716218402.550
-0.012,1716218403.617,1716218403.605
0.001,1716218404.678,1716218404.679
0.014,1716218405.751,1716218405.765
-0.011,1716218406.838,1716218406.826
-0.006,1716218407.907,1716218407.901
-0.001,1716218408.974,1716218408.973
-0.009,1716218410.045,1716218410.037
0.004,1716218411.109,1716218411.113
0.009,1716218412.186,1716218412.195
0.003,1716218413.262,1716218413.265
0.005,1716218414.330,1716218414.335
0.010,1716218415.415,1716218415.425
-0.000,1716218416.492,1716218416.492
-0.005,1716218417.575,1716218417.571
0.009,1716218418.638,1716218418.646
0.010,1716218419.727,1716218419.736
0.029,1716218420.803,1716218420.833
-0.001,1716218421.905,1716218421.904
0.019,1716218422.971,1716218422.990
0.015,1716218424.075,1716218424.090
-0.011,1716218425.162,1716218425.152
-0.011,1716218426.223,1716218426.212
0.027,1716218427.276,1716218427.303
0.015,1716218428.380,1716218428.395
0.016,1716218429.465,1716218429.481
0.005,1716218430.558,1716218430.563
0.005,1716218431.634,1716218431.640
-0.000,1716218432.683,1716218432.682
-0.006,1716218433.749,1716218433.743
-0.021,1716218434.823,1716218434.802
-0.005,1716218435.874,1716218435.869
-0.005,1716218436.912,1716218436.907
0.010,1716218437.979,1716218437.989
0.019,1716218439.056,1716218439.076
0.017,1716218440.148,1716218440.165
0.009,1716218441.232,1716218441.242
0.012,1716218442.322,1716218442.335
0.005,1716218443.414,1716218443.419
0.005,1716218444.491,1716218444.496
0.001,1716218445.559,1716218445.560
0.005,1716218446.627,1716218446.632
0.005,1716218447.694,1716218447.699
0.020,1716218448.771,1716218448.792
0.001,1716218449.863,1716218449.865
-0.006,1716218450.929,1716218450.923
0.009,1716218451.990,1716218451.999
0.030,1716218453.072,1716218453.102
0.012,1716218454.174,1716218454.186
-0.010,1716218455.266,1716218455.256
0.009,1716218456.329,1716218456.338
-0.002,1716218457.415,1716218457.413
0.009,1716218458.487,1716218458.496
0.005,1716218459.567,1716218459.572
0.015,1716218460.639,1716218460.655
0.004,1716218461.723,1716218461.727
0.009,1716218462.803,1716218462.811
0.005,1716218463.878,1716218463.882
0.008,1716218464.954,1716218464.962
0.015,1716218466.031,1716218466.046
0.000,1716218467.124,1716218467.125
-0.005,1716218468.197,1716218468.192
0.006,1716218469.263,1716218469.269
-0.005,1716218470.335,1716218470.330
0.027,1716218471.399,1716218471.426
0.025,1716218472.507,1716218472.533
0.030,1716218473.605,1716218473.635
-0.005,1716218474.706,1716218474.702
0.005,1716218475.771,1716218475.776
0.000,1716218476.847,1716218476.847
-0.013,1716218477.919,1716218477.906
0.005,1716218478.970,1716218478.975
-0.006,1716218480.042,1716218480.036
0.025,1716218481.107,1716218481.133
0.006,1716218482.199,1716218482.205
-0.005,1716218483.279,1716218483.275
-0.015,1716218484.346,1716218484.331
-0.016,1716218485.417,1716218485.401
0.006,1716218486.470,1716218486.476
0.021,1716218487.555,1716218487.576
0.006,1716218488.647,1716218488.653
-0.005,1716218489.724,1716218489.719
-0.005,1716218490.792,1716218490.787
0.015,1716218491.858,1716218491.873
0.026,1716218492.939,1716218492.965
0.016,1716218494.033,1716218494.049
-0.004,1716218495.135,1716218495.130
0.015,1716218496.210,1716218496.225
0.006,1716218497.297,1716218497.303
0.006,1716218498.375,1716218498.380
-0.009,1716218499.452,1716218499.443
0.020,1716218500.523,1716218500.542
0.016,1716218501.615,1716218501.631
0.014,1716218502.707,1716218502.721
0.000,1716218503.788,1716218503.788
-0.009,1716218504.860,1716218504.851
-0.000,1716218505.933,1716218505.933
0.001,1716218506.996,1716218506.996
0.015,1716218508.077,1716218508.093
0.005,1716218509.178,1716218509.183
0.023,1716218510.250,1716218510.273
0.025,1716218511.341,1716218511.366
-0.005,1716218512.429,1716218512.424
-0.005,1716218513.496,1716218513.491
0.001,1716218514.564,1716218514.564
0.032,1716218515.649,1716218515.680
0.012,1716218516.756,1716218516.768
0.001,1716218517.834,1716218517.835
-0.009,1716218518.903,1716218518.893
0.001,1716218519.964,1716218519.965
0.014,1716218521.044,1716218521.058
0.002,1716218522.138,1716218522.140
0.035,1716218523.220,1716218523.255
0.005,1716218524.321,1716218524.326
-0.005,1716218525.410,1716218525.405
0.026,1716218526.483,1716218526.509
0.010,1716218527.580,1716218527.590
-0.005,1716218528.661,1716218528.656
0.005,1716218529.732,1716218529.737
-0.005,1716218530.813,1716218530.808
0.001,1716218531.873,1716218531.874
-0.005,1716218532.942,1716218532.937
0.005,1716218534.007,1716218534.012
0.021,1716218535.084,1716218535.105
0.020,1716218536.168,1716218536.188
0.011,1716218537.255,1716218537.267
0.025,1716218538.338,1716218538.363
0.025,1716218539.433,1716218539.458
0.015,1716218540.526,1716218540.541
-0.000,1716218541.604,1716218541.603
0.002,1716218542.682,1716218542.684
0.006,1716218543.765,1716218543.772
-0.005,1716218544.850,1716218544.845
-0.005,1716218545.918,1716218545.913
0.016,1716218546.975,1716218546.991
0.038,1716218548.061,1716218548.100
0.006,1716218549.170,1716218549.177
-0.002,1716218550.253,1716218550.250
0.002,1716218551.319,1716218551.321
-0.015,1716218552.388,1716218552.373
-0.010,1716218553.451,1716218553.441
0.006,1716218554.517,1716218554.523
-0.005,1716218555.602,1716218555.597
0.006,1716218556.659,1716218556.665
-0.010,1716218557.733,1716218557.723
-0.020,1716218558.802,1716218558.782
0.021,1716218559.866,1716218559.887
0.021,1716218560.957,1716218560.979
0.025,1716218562.046,1716218562.072
0.016,1716218563.142,1716218563.158
0.016,1716218564.229,1716218564.245
0.006,1716218565.320,1716218565.326
0.001,1716218566.394,1716218566.395
0.014,1716218567.463,1716218567.477
0.026,1716218568.547,1716218568.573
0.008,1716218569.653,1716218569.661
0.012,1716218570.730,1716218570.742
0.007,1716218571.804,1716218571.811
-0.005,1716218572.876,1716218572.871
-0.010,1716218573.938,1716218573.928
-0.004,1716218574.990,1716218574.986
0.001,1716218576.059,1716218576.060
0.006,1716218577.136,1716218577.142
-0.004,1716218578.228,1716218578.224
0.021,1716218579.294,1716218579.315
0.020,1716218580.381,1716218580.402
0.001,1716218581.472,1716218581.473
-0.004,1716218582.549,1716218582.545
0.001,1716218583.623,1716218583.624
-0.002,1716218584.702,1716218584.699
-0.008,1716218585.771,1716218585.763
0.017,1716218586.847,1716218586.864
0.011,1716218587.932,1716218587.943
0.014,1716218589.027,1716218589.041
0.021,1716218590.112,1716218590.133
-0.000,1716218591.203,1716218591.202
0.012,1716218592.281,1716218592.292
-0.010,1716218593.364,1716218593.355
-0.004,1716218594.437,1716218594.433
-0.008,1716218595.503,1716218595.495
0.011,1716218596.565,1716218596.576
0.005,1716218597.652,1716218597.658
-0.002,1716218598.726,1716218598.724
-0.010,1716218599.794,1716218599.784
0.021,1716218600.859,1716218600.880
0.026,1716218601.952,1716218601.979
0.021,1716218603.046,1716218603.067
0.010,1716218604.137,1716218604.147
0.016,1716218605.217,1716218605.234
0.009,1716218606.307,1716218606.316
0.014,1716218607.397,1716218607.411
0.009,1716218608.482,1716218608.491
-0.005,1716218609.561,1716218609.556
0.007,1716218610.634,1716218610.641
0.005,1716218611.703,1716218611.708
-0.009,1716218612.779,1716218612.770
0.038,1716218613.845,1716218613.883
0.002,1716218614.959,1716218614.960
-0.005,1716218616.032,1716218616.027
0.020,1716218617.107,1716218617.127
0.017,1716218618.198,1716218618.215
-0.004,1716218619.286,1716218619.281
0.024,1716218620.356,1716218620.380
0.006,1716218621.447,1716218621.454
0.002,1716218622.529,1716218622.531
0.021,1716218623.601,1716218623.622
0.001,1716218624.688,1716218624.689
0.008,1716218625.769,1716218625.777
0.011,1716218626.845,1716218626.856
0.015,1716218627.922,1716218627.936
0.020,1716218629.007,1716218629.027
0.001,1716218630.097,1716218630.098
0.015,1716218631.174,1716218631.189
0.011,1716218632.254,1716218632.264
0.011,1716218633.333,1716218633.344
-0.010,1716218634.416,1716218634.407
-0.008,1716218635.477,1716218635.469
-0.015,1716218636.547,1716218636.532
0.001,1716218637.625,1716218637.626
0.016,1716218638.696,1716218638.711
0.001,1716218639.782,1716218639.783
0.037,1716218640.864,1716218640.901
0.007,1716218641.968,1716218641.974
0.008,1716218643.040,1716218643.048
0.021,1716218644.118,1716218644.139
0.002,1716218645.216,1716218645.218
0.008,1716218646.292,1716218646.299
0.018,1716218647.377,1716218647.395
0.002,1716218648.466,1716218648.468
0.022,1716218649.540,1716218649.562
0.022,1716218650.637,1716218650.658
0.018,1716218651.744,1716218651.762
0.001,1716218652.833,1716218652.834
0.011,1716218653.906,1716218653.917
0.025,1716218654.986,1716218655.011
0.019,1716218656.103,1716218656.122
0.025,1716218657.192,1716218657.217
0.031,1716218658.291,1716218658.322
0.016,1716218659.399,1716218659.415
0.018,1716218660.485,1716218660.503
0.005,1716218661.573,1716218661.579
0.031,1716218662.645,1716218662.676
0.001,1716218663.742,1716218663.742
0.026,1716218664.814,1716218664.840
0.032,1716218665.916,1716218665.948
0.006,1716218667.013,1716218667.019
0.021,1716218668.084,1716218668.104
-0.009,1716218669.169,1716218669.161
0.006,1716218670.237,1716218670.243
0.021,1716218671.313,1716218671.335
-0.004,1716218672.405,1716218672.401
0.017,1716218673.471,1716218673.488
0.014,1716218674.568,1716218674.582
0.016,1716218675.660,1716218675.676
0.027,1716218676.746,1716218676.773
0.000,1716218677.838,1716218677.838
0.020,1716218678.917,1716218678.937
0.011,1716218680.012,1716218680.024
0.010,1716218681.101,1716218681.112
0.013,1716218682.184,1716218682.197
0.021,1716218683.262,1716218683.283
0.012,1716218684.366,1716218684.378
0.011,1716218685.448,1716218685.459
0.027,1716218686.550,1716218686.577
0.001,1716218687.644,1716218687.645
0.001,1716218688.722,1716218688.723
0.016,1716218689.785,1716218689.802
0.011,1716218690.867,1716218690.878
-0.008,1716218691.946,1716218691.938
0.008,1716218693.000,1716218693.008
0.006,1716218694.078,1716218694.084
0.015,1716218695.159,1716218695.174
0.026,1716218696.246,1716218696.271
0.021,1716218697.342,1716218697.363
0.016,1716218698.429,1716218698.446
0.021,1716218699.508,1716218699.528
0.028,1716218700.590,1716218700.618
0.000,1716218701.691,1716218701.692
0.006,1716218702.757,1716218702.763
-0.009,1716218703.830,1716218703.820
-0.004,1716218704.891,1716218704.888
0.006,1716218705.960,1716218705.966
0.038,1716218707.042,1716218707.080
0.016,1716218708.145,1716218708.161
0.017,1716218709.231,1716218709.248
0.005,1716218710.343,1716218710.347
0.006,1716218711.419,1716218711.425
-0.004,1716218712.503,1716218712.499
0.012,1716218713.573,1716218713.585
0.020,1716218714.652,1716218714.672
-0.005,1716218715.746,1716218715.741
0.019,1716218716.807,1716218716.826
0.014,1716218717.912,1716218717.926
0.017,1716218718.999,1716218719.016
-0.002,1716218720.083,1716218720.081
-0.003,1716218721.152,1716218721.149
0.027,1716218722.225,1716218722.251
0.001,1716218723.317,1716218723.318
-0.010,1716218724.399,1716218724.389
0.019,1716218725.473,1716218725.492
0.001,1716218726.559,1716218726.561
0.026,1716218727.639,1716218727.666
0.019,1716218728.739,1716218728.758
0.012,1716218729.808,1716218729.819
0.008,1716218730.889,1716218730.897
0.011,1716218731.972,1716218731.983
0.004,1716218733.053,1716218733.057
0.002,1716218734.122,1716218734.123
0.026,1716218735.194,1716218735.219
0.001,1716218736.291,1716218736.293
-0.010,1716218737.371,1716218737.361
0.002,1716218738.426,1716218738.428
-0.004,1716218739.498,1716218739.494
0.008,1716218740.565,1716218740.573
0.028,1716218741.644,1716218741.672
0.018,1716218742.737,1716218742.755
0.006,1716218743.828,1716218743.834
-0.005,1716218744.910,1716218744.905
0.012,1716218745.975,1716218745.987
0.007,1716218747.052,1716218747.058
0.006,1716218748.130,1716218748.136
-0.001,1716218749.207,1716218749.206
0.006,1716218750.280,1716218750.287
0.023,1716218751.368,1716218751.391
0.028,1716218752.463,1716218752.491
-0.003,1716218753.559,1716218753.556
-0.004,1716218754.626,1716218754.622
0.006,1716218755.698,1716218755.703
0.000,1716218756.774,1716218756.774
0.002,1716218757.845,1716218757.846
0.006,1716218758.916,1716218758.922
0.001,1716218760.004,1716218760.005
0.015,1716218761.076,1716218761.090
0.004,1716218762.161,1716218762.165
1.039,1716218763.251,1716218764.290
0.010,1716218765.352,1716218765.363
-0.002,1716218766.435,1716218766.433
0.003,1716218767.511,1716218767.515
0.016,1716218768.580,1716218768.596
-0.009,1716218769.667,1716218769.658
0.006,1716218770.728,1716218770.734
0.031,1716218771.799,1716218771.830
0.020,1716218772.905,1716218772.926
0.007,1716218773.987,1716218773.995
-0.005,1716218775.062,1716218775.057
0.011,1716218776.122,1716218776.133
0.026,1716218777.210,1716218777.236
0.000,1716218778.306,1716218778.307
0.008,1716218779.374,1716218779.382
0.014,1716218780.462,1716218780.477
0.002,1716218781.547,1716218781.548
-0.009,1716218782.619,1716218782.610
-0.000,1716218783.673,1716218783.673
0.022,1716218784.743,1716218784.765
0.001,1716218785.838,1716218785.839
0.022,1716218786.918,1716218786.940
