delay,send_time,receive_time
0.053,1715863379.749,1715863379.801
0.052,1715863380.817,1715863380.869
0.083,1715863381.889,1715863381.972
3.136,1715863382.997,1715863386.133
0.044,1715863387.602,1715863387.647
0.053,1715863388.658,1715863388.711
0.044,1715863389.741,1715863389.785
0.057,1715863390.804,1715863390.861
0.275,1715863391.881,1715863392.156
0.052,1715863393.167,1715863393.220
1.065,1715863394.238,1715863395.304
0.067,1715863396.318,1715863396.386
0.051,1715863397.405,1715863397.457
0.067,1715863398.472,1715863398.539
0.051,1715863399.559,1715863399.609
0.048,1715863400.621,1715863400.669
0.062,1715863401.684,1715863401.746
0.079,1715863402.768,1715863402.847
0.072,1715863403.868,1715863403.941
0.058,1715863405.194,1715863405.252
1.068,1715863406.274,1715863407.342
0.063,1715863408.362,1715863408.425
1.073,1715863409.443,1715863410.516
0.072,1715863411.540,1715863411.612
0.067,1715863412.626,1715863412.693
0.057,1715863413.713,1715863413.770
0.044,1715863414.795,1715863414.839
0.273,1715863415.856,1715863416.130
1.069,1715863417.149,1715863418.219
0.042,1715863419.243,1715863419.285
0.058,1715863420.530,1715863420.588
1.071,1715863421.608,1715863422.679
0.082,1715863423.698,1715863423.780
0.052,1715863424.795,1715863424.847
0.057,1715863425.872,1715863425.929
0.053,1715863426.949,1715863427.002
0.056,1715863428.023,1715863428.079
0.047,1715863429.099,1715863429.146
0.067,1715863430.170,1715863430.237
0.067,1715863431.257,1715863431.324
0.292,1715863432.349,1715863432.641
0.058,1715863433.663,1715863433.721
0.057,1715863434.745,1715863434.802
0.068,1715863435.827,1715863435.895
0.071,1715863436.909,1715863436.979
0.063,1715863438.000,1715863438.063
0.041,1715863439.095,1715863439.137
0.058,1715863440.161,1715863440.219
0.042,1715863441.245,1715863441.287
0.057,1715863442.312,1715863442.369
1.073,1715863443.385,1715863444.457
1.056,1715863445.682,1715863446.738
1.074,1715863447.754,1715863448.828
1.079,1715863449.861,1715863450.940
0.072,1715863452.201,1715863452.273
0.057,1715863453.287,1715863453.344
0.053,1715863454.368,1715863454.421
0.087,1715863455.454,1715863455.541
0.047,1715863456.555,1715863456.602
0.059,1715863457.629,1715863457.688
0.067,1715863458.712,1715863458.780
1.056,1715863459.794,1715863460.850
0.056,1715863461.877,1715863461.934
1.067,1715863462.966,1715863464.033
0.078,1715863465.052,1715863465.130
1.063,1715863466.149,1715863467.211
0.058,1715863468.239,1715863468.297
0.072,1715863469.316,1715863469.388
0.050,1715863470.412,1715863470.462
0.059,1715863471.473,1715863471.531
1.061,1715863472.552,1715863473.614
0.067,1715863474.656,1715863474.723
0.065,1715863475.754,1715863475.819
0.064,1715863476.839,1715863476.902
0.062,1715863477.926,1715863477.988
0.282,1715863479.002,1715863479.284
0.077,1715863480.304,1715863480.380
0.278,1715863481.399,1715863481.678
0.289,1715863482.696,1715863482.985
0.087,1715863484.000,1715863484.087
0.277,1715863485.098,1715863485.374
1.084,1715863486.392,1715863487.476
0.042,1715863488.500,1715863488.542
0.058,1715863489.552,1715863489.610
0.062,1715863490.629,1715863490.691
0.068,1715863491.932,1715863492.000
0.280,1715863493.020,1715863493.300
0.048,1715863494.313,1715863494.360
0.063,1715863495.385,1715863495.448
0.041,1715863496.677,1715863496.718
0.054,1715863497.737,1715863497.790
0.039,1715863498.815,1715863498.854
1.073,1715863499.877,1715863500.950
0.052,1715863501.969,1715863502.021
0.060,1715863503.045,1715863503.105
0.284,1715863504.124,1715863504.407
0.073,1715863505.431,1715863505.505
1.091,1715863506.524,1715863507.614
0.048,1715863508.634,1715863508.682
0.052,1715863509.698,1715863509.751
0.068,1715863510.977,1715863511.045
0.057,1715863512.070,1715863512.126
0.043,1715863513.151,1715863513.193
0.058,1715863514.212,1715863514.270
0.048,1715863515.284,1715863515.331
0.284,1715863516.342,1715863516.626
0.275,1715863517.650,1715863517.925
0.053,1715863518.949,1715863519.002
0.170,1715863520.025,1715863520.195
0.059,1715863521.222,1715863521.281
0.045,1715863522.300,1715863522.345
0.057,1715863523.369,1715863523.426
0.043,1715863524.445,1715863524.487
1.068,1715863525.512,1715863526.580
1.285,1715863527.597,1715863528.882
0.053,1715863529.892,1715863529.946
0.295,1715863530.970,1715863531.265
0.063,1715863532.284,1715863532.347
1.057,1715863533.358,1715863534.416
0.067,1715863535.439,1715863535.506
0.061,1715863536.525,1715863536.586
0.049,1715863537.608,1715863537.658
1.085,1715863538.681,1715863539.767
2.099,1715863540.780,1715863542.879
0.047,1715863543.898,1715863543.946
1.311,1715863545.180,1715863546.491
0.053,1715863547.505,1715863547.558
0.044,1715863548.577,1715863548.621
0.048,1715863549.642,1715863549.690
0.063,1715863550.713,1715863550.777
0.053,1715863551.793,1715863551.847
0.058,1715863553.089,1715863553.147
0.048,1715863554.165,1715863554.214
0.044,1715863555.240,1715863555.285
6.393,1715863556.525,1715863562.918
0.051,1715863563.550,1715863563.602
0.055,1715863564.621,1715863564.676
0.048,1715863565.690,1715863565.738
0.069,1715863566.752,1715863566.820
0.061,1715863567.839,1715863567.900
0.063,1715863568.919,1715863568.982
0.060,1715863570.001,1715863570.061
3.653,1715863571.084,1715863574.737
0.065,1715863575.762,1715863575.826
0.266,1715863576.850,1715863577.116
0.063,1715863578.127,1715863578.189
0.048,1715863579.213,1715863579.261
1.091,1715863580.275,1715863581.366
2.103,1715863582.388,1715863584.491
0.048,1715863585.509,1715863585.558
0.056,1715863586.584,1715863586.640
0.053,1715863587.664,1715863587.717
1.070,1715863588.735,1715863589.805
2.116,1715863590.818,1715863592.934
0.054,1715863593.958,1715863594.012
0.050,1715863595.036,1715863595.086
1.286,1715863596.109,1715863597.395
0.060,1715863598.418,1715863598.478
0.043,1715863599.499,1715863599.542
0.296,1715863600.563,1715863600.858
1.382,1715863601.882,1715863603.264
0.047,1715863604.283,1715863604.330
1.072,1715863605.354,1715863606.427
0.070,1715863607.672,1715863607.742
0.075,1715863608.757,1715863608.831
0.054,1715863609.855,1715863609.909
0.045,1715863610.928,1715863610.973
0.058,1715863611.996,1715863612.054
0.047,1715863613.073,1715863613.120
1.098,1715863614.140,1715863615.239
0.047,1715863616.476,1715863616.523
0.054,1715863617.541,1715863617.596
1.082,1715863618.620,1715863619.702
1.066,1715863620.715,1715863621.781
3.341,1715863622.800,1715863626.142
5.135,1715863627.155,1715863632.290
0.058,1715863633.181,1715863633.239
1.066,1715863634.257,1715863635.322
0.039,1715863636.568,1715863636.607
0.049,1715863637.630,1715863637.679
0.049,1715863638.701,1715863638.750
0.045,1715863639.773,1715863639.818
0.065,1715863640.828,1715863640.893
1.070,1715863641.916,1715863642.986
0.048,1715863644.021,1715863644.069
0.053,1715863645.082,1715863645.136
1.060,1715863646.156,1715863647.216
0.063,1715863648.243,1715863648.306
0.063,1715863649.330,1715863649.393
0.043,1715863650.411,1715863650.455
0.049,1715863651.478,1715863651.527
2.075,1715863652.542,1715863654.617
0.053,1715863655.627,1715863655.681
0.079,1715863656.699,1715863656.778
0.292,1715863657.796,1715863658.088
0.054,1715863659.101,1715863659.155
0.079,1715863660.173,1715863660.252
0.059,1715863661.280,1715863661.339
0.045,1715863662.354,1715863662.398
0.063,1715863663.421,1715863663.485
0.053,1715863664.508,1715863664.561
0.048,1715863665.805,1715863665.853
0.054,1715863666.879,1715863666.933
0.059,1715863667.950,1715863668.009
0.058,1715863669.032,1715863669.090
0.061,1715863670.324,1715863670.385
0.068,1715863671.647,1715863671.715
1.066,1715863672.738,1715863673.804
0.273,1715863674.819,1715863675.092
0.054,1715863676.107,1715863676.161
1.075,1715863677.175,1715863678.250
0.059,1715863679.267,1715863679.326
0.038,1715863680.562,1715863680.600
0.049,1715863681.625,1715863681.674
0.059,1715863682.690,1715863682.749
4.263,1715863683.770,1715863688.033
0.078,1715863689.064,1715863689.142
0.069,1715863690.155,1715863690.223
0.095,1715863691.233,1715863691.327
0.086,1715863692.340,1715863692.426
0.054,1715863693.438,1715863693.492
0.062,1715863694.725,1715863694.787
0.068,1715863695.812,1715863695.880
0.269,1715863696.900,1715863697.168
0.055,1715863698.187,1715863698.242
1.075,1715863699.480,1715863700.555
0.054,1715863701.573,1715863701.626
0.044,1715863702.639,1715863702.683
1.082,1715863703.703,1715863704.786
0.283,1715863705.800,1715863706.084
0.301,1715863707.101,1715863707.402
0.279,1715863709.852,1715863710.130
0.059,1715863711.150,1715863711.209
0.063,1715863712.232,1715863712.295
0.294,1715863713.538,1715863713.832
0.273,1715863715.079,1715863715.352
0.286,1715863716.370,1715863716.656
0.055,1715863717.665,1715863717.721
0.083,1715863718.743,1715863718.827
0.050,1715863719.839,1715863719.889
1.069,1715863721.123,1715863722.192
0.079,1715863723.209,1715863723.288
2.089,1715863724.305,1715863726.395
0.074,1715863727.414,1715863727.488
0.074,1715863728.501,1715863728.574
0.043,1715863729.591,1715863729.634
0.059,1715863730.868,1715863730.926
0.057,1715863731.944,1715863732.001
0.048,1715863733.014,1715863733.062
0.063,1715863734.298,1715863734.362
0.059,1715863735.379,1715863735.438
2.166,1715863736.457,1715863738.623
0.064,1715863739.825,1715863739.889
1.077,1715863740.904,1715863741.982
0.054,1715863743.004,1715863743.058
1.419,1715863744.081,1715863745.500
0.274,1715863746.518,1715863746.791
0.072,1715863747.809,1715863747.881
0.059,1715863748.894,1715863748.952
0.061,1715863749.973,1715863750.034
1.076,1715863751.050,1715863752.126
