sender_id,sequence,ack_time
1,0,1717667271.545
1,1,1717667272.557
1,2,1717667273.554
1,3,1717667274.557
1,4,1717667275.570
1,5,1717667276.567
1,6,1717667277.566
1,7,1717667278.570
1,8,1717667279.574
1,9,1717667280.573
1,10,1717667281.576
1,11,1717667282.581
1,12,1717667283.588
1,13,1717667284.586
1,14,1717667285.595
1,15,1717667286.584
1,16,1717667287.594
1,17,1717667288.597
1,18,1717667289.591
1,19,1717667290.597
1,20,1717667291.602
1,21,1717667292.595
1,22,1717667293.605
1,23,1717667294.607
1,24,1717667295.606
1,25,1717667296.620
1,26,1717667297.614
1,27,1717667298.613
1,28,1717667299.617
1,29,1717667300.631
1,30,1717667301.615
1,31,1717667302.617
1,32,1717667303.623
1,33,1717667304.616
1,34,1717667305.614
1,35,1717667306.639
1,36,1717667307.634
1,37,1717667308.631
1,38,1717667309.631
1,39,1717667310.639
1,40,1717667311.644
1,41,1717667312.648
1,42,1717667313.645
1,43,1717667314.651
1,44,1717667315.640
1,45,1717667316.653
1,46,1717667317.650
1,47,1717667318.654
1,48,1717667319.653
1,49,1717667320.665
1,50,1717667321.654
1,51,1717667322.659
1,52,1717667323.657
1,53,1717667324.670
1,54,1717667325.668
1,55,1717667326.670
1,56,1717667327.659
1,57,1717667328.673
1,58,1717667329.680
1,59,1717667330.673
1,60,1717667331.677
1,61,1717667332.671
1,62,1717667333.685
1,63,1717667334.684
1,64,1717667335.684
1,65,1717667336.685
1,66,1717667337.689
1,67,1717667338.688
1,68,1717667339.693
1,69,1717667340.701
1,70,1717667341.693
1,71,1717667342.703
1,72,1717667343.709
1,73,1717667344.701
1,74,1717667345.705
1,75,1717667346.714
1,76,1717667347.702
1,77,1717667348.711
1,78,1717667349.705
1,79,1717667350.714
1,80,1717667351.716
1,81,1717667352.716
1,82,1717667353.712
1,83,1717667354.719
1,84,1717667355.729
1,85,1717667356.720
1,86,1717667357.724
1,87,1717667358.739
1,88,1717667359.727
1,89,1717667360.742
1,90,1717667361.738
1,91,1717667362.745
1,92,1717667363.746
1,93,1717667364.759
1,94,1717667365.747
1,95,1717667366.750
1,96,1717667367.758
1,97,1717667368.760
1,98,1717667369.758
1,99,1717667370.765
1,100,1717667371.761
1,101,1717667372.773
1,102,1717667373.768
1,103,1717667374.778
1,104,1717667375.770
1,105,1717667376.781
1,106,1717667377.786
1,107,1717667378.772
1,108,1717667379.785
1,109,1717667380.789
1,110,1717667381.793
1,111,1717667382.789
1,112,1717667383.798
1,113,1717667384.789
1,114,1717667385.800
1,115,1717667386.809
1,116,1717667387.807
1,117,1717667388.815
1,118,1717667389.807
1,119,1717667390.813
1,120,1717667391.819
1,121,1717667392.817
1,122,1717667393.822
1,123,1717667394.820
1,124,1717667395.824
1,125,1717667396.821
1,126,1717667397.833
1,127,1717667398.826
1,128,1717667399.827
1,129,1717667400.836
1,130,1717667401.838
1,131,1717667402.842
1,132,1717667403.842
1,133,1717667404.855
1,134,1717667405.850
1,135,1717667406.856
1,136,1717667407.855
