sender_id,sequence,ack_time
1,0,1717672698.920
1,1,1717672699.918
1,2,1717672701.139
1,3,1717672701.924
1,4,1717672702.925
1,5,1717672703.933
1,6,1717672704.928
1,7,1717672706.163
1,8,1717672706.941
1,9,1717672707.936
1,10,1717672708.945
1,11,1717672709.932
1,12,1717672711.405
1,13,1717672712.008
1,14,1717672713.177
1,15,1717672713.953
1,16,1717672714.952
1,17,1717672717.212
1,18,1717672717.213
1,19,1717672718.179
1,20,1717672718.956
1,21,1717672719.969
1,22,1717672721.143
1,23,1717672722.199
1,24,1717672722.970
1,25,1717672724.179
1,26,1717672724.988
1,27,1717672725.979
1,28,1717672727.188
1,29,1717672727.990
1,30,1717672729.000
1,31,1717672729.975
1,32,1717672731.206
1,33,1717672732.229
1,34,1717672732.985
1,35,1717672734.218
1,36,1717672735.272
1,37,1717672736.450
1,38,1717672737.215
1,39,1717672738.065
1,40,1717672738.999
1,41,1717672740.012
1,42,1717672741.005
1,43,1717672742.453
1,44,1717672743.012
1,45,1717672744.013
1,46,1717672745.021
1,47,1717672746.013
1,48,1717672747.028
1,49,1717672748.017
1,50,1717672749.036
1,51,1717672750.025
1,52,1717672751.030
1,53,1717672752.479
1,54,1717672753.034
1,55,1717672754.258
1,56,1717672755.028
1,57,1717672756.041
1,58,1717672757.275
1,59,1717672758.047
1,60,1717672759.049
1,61,1717672760.041
1,62,1717672761.045
1,63,1717672762.057
1,64,1717672763.291
1,65,1717672764.051
1,66,1717672765.055
1,67,1717672766.509
1,68,1717672767.057
1,69,1717672768.063
1,70,1717672769.527
1,71,1717672770.064
1,72,1717672771.296
1,73,1717672772.278
1,74,1717672773.275
1,75,1717672774.514
1,76,1717672775.309
1,77,1717672776.293
1,78,1717672777.088
1,79,1717672778.305
1,80,1717672779.094
1,81,1717672780.107
1,82,1717672781.101
1,83,1717672782.092
1,84,1717672783.086
1,85,1717672784.089
1,86,1717672785.324
1,87,1717672786.094
1,88,1717672787.164
1,89,1717672788.099
1,90,1717672789.110
1,91,1717672790.102
