delay,send_time,receive_time,data_length
-0.083,1716457246.378,1716457246.295,1000
-0.089,1716457247.382,1716457247.293,1000
-0.094,1716457248.386,1716457248.292,1000
-0.090,1716457249.390,1716457249.300,1000
-0.089,1716457250.393,1716457250.304,1000
-0.086,1716457251.397,1716457251.311,1000
-0.091,1716457252.401,1716457252.310,1000
-0.095,1716457253.405,1716457253.310,1000
-0.092,1716457254.408,1716457254.316,1000
-0.093,1716457255.412,1716457255.319,1000
-0.088,1716457256.416,1716457256.328,1000
-0.085,1716457257.419,1716457257.334,1000
-0.088,1716457258.423,1716457258.335,1000
-0.082,1716457259.427,1716457259.345,1000
-0.085,1716457260.430,1716457260.345,1000
-0.078,1716457261.434,1716457261.356,1000
-0.082,1716457262.438,1716457262.356,1000
-0.077,1716457263.441,1716457263.364,1000
-0.076,1716457264.445,1716457264.369,1000
-0.075,1716457265.449,1716457265.374,1000
-0.074,1716457266.452,1716457266.378,1000
-0.075,1716457267.456,1716457267.381,1000
-0.074,1716457268.459,1716457268.385,1000
-0.069,1716457269.463,1716457269.394,1000
-0.075,1716457270.467,1716457270.392,1000
-0.068,1716457271.471,1716457271.403,1000
-0.068,1716457272.474,1716457272.406,1000
-0.071,1716457273.478,1716457273.407,1000
-0.071,1716457274.481,1716457274.410,1000
-0.064,1716457275.485,1716457275.421,1000
-0.064,1716457276.489,1716457276.425,1000
-0.068,1716457277.492,1716457277.424,1000
-0.064,1716457278.496,1716457278.432,1000
-0.067,1716457279.500,1716457279.433,1000
-0.066,1716457280.503,1716457280.437,1000
-0.060,1716457281.507,1716457281.447,1000
-0.061,1716457282.511,1716457282.450,1000
-0.064,1716457283.514,1716457283.450,1000
-0.065,1716457284.518,1716457284.453,1000
-0.063,1716457285.522,1716457285.459,1000
-0.055,1716457286.525,1716457286.470,1000
-0.059,1716457287.529,1716457287.470,1000
-0.055,1716457288.533,1716457288.478,1000
-0.057,1716457289.536,1716457289.479,1000
-0.060,1716457290.540,1716457290.480,1000
-0.060,1716457291.544,1716457291.484,1000
-0.060,1716457292.548,1716457292.488,1000
-0.055,1716457293.551,1716457293.496,1000
-0.054,1716457294.555,1716457294.501,1000
-0.054,1716457295.559,1716457295.505,1000
-0.057,1716457296.562,1716457296.505,1000
-0.057,1716457297.566,1716457297.509,1000
-0.057,1716457298.570,1716457298.513,1000
-0.052,1716457299.574,1716457299.522,1000
-0.052,1716457300.577,1716457300.525,1000
-0.051,1716457301.581,1716457301.530,1000
-0.057,1716457302.585,1716457302.528,1000
-0.055,1716457303.588,1716457303.533,1000
-0.052,1716457304.592,1716457304.540,1000
-0.051,1716457305.596,1716457305.545,1000
-0.050,1716457306.599,1716457306.549,1000
-0.055,1716457307.603,1716457307.548,1000
-0.054,1716457308.607,1716457308.553,1000
-0.047,1716457309.610,1716457309.563,1000
-0.044,1716457310.614,1716457310.570,1000
-0.048,1716457311.618,1716457311.570,1000
-0.049,1716457312.621,1716457312.572,1000
-0.053,1716457313.625,1716457313.572,1000
-0.052,1716457314.629,1716457314.577,1000
-0.053,1716457315.633,1716457315.580,1000
-0.054,1716457316.637,1716457316.583,1000
-0.047,1716457317.640,1716457317.593,1000
-0.049,1716457318.644,1716457318.595,1000
-0.047,1716457319.648,1716457319.601,1000
-0.052,1716457320.651,1716457320.599,1000
-0.046,1716457321.655,1716457321.609,1000
-0.051,1716457322.659,1716457322.608,1000
-0.045,1716457323.662,1716457323.617,1000
-0.046,1716457324.666,1716457324.620,1000
-0.053,1716457325.670,1716457325.617,1000
-0.051,1716457326.673,1716457326.622,1000
-0.047,1716457327.677,1716457327.630,1000
-0.052,1716457328.680,1716457328.628,1000
-0.045,1716457329.684,1716457329.639,1000
-0.047,1716457330.688,1716457330.641,1000
-0.051,1716457331.691,1716457331.640,1000
-0.050,1716457332.695,1716457332.645,1000
-0.052,1716457333.699,1716457333.647,1000
