sender_id,sequence,ack_time
1,0,1717677955.976
1,1,1717677957.414
1,2,1717677957.973
1,3,1717677959.186
1,4,1717677960.202
1,5,1717677961.404
1,6,1717677962.200
1,7,1717677964.039
1,8,1717677964.089
1,9,1717677965.085
1,10,1717677966.323
1,11,1717677967.099
1,12,1717677968.353
1,13,1717677969.357
1,14,1717677970.100
1,15,1717677971.887
1,16,1717677972.101
1,17,1717677973.115
1,18,1717677974.119
1,19,1717677975.118
1,20,1717677976.566
1,21,1717677977.115
1,22,1717677978.114
1,23,1717677979.359
1,24,1717677980.352
1,25,1717677981.813
1,26,1717677982.589
1,27,1717677983.650
1,28,1717677985.065
1,29,1717677985.345
1,30,1717677986.676
1,31,1717677987.139
1,32,1717677988.375
1,33,1717677989.133
1,34,1717677990.145
1,35,1717677991.762
1,36,1717677992.183
1,37,1717677993.153
1,38,1717677994.195
1,39,1717677995.675
1,40,1717677996.242
1,41,1717677997.439
1,42,1717677998.890
1,43,1717677999.205
1,44,1717678000.499
1,45,1717678001.715
1,46,1717678002.221
1,47,1717678003.446
1,48,1717678004.220
1,49,1717678005.225
1,50,1717678006.666
1,51,1717678007.454
1,52,1717678008.237
1,53,1717678009.466
1,54,1717678010.234
1,55,1717678011.235
1,56,1717678012.240
1,57,1717678013.491
1,58,1717678014.298
1,59,1717678015.250
1,60,1717678016.244
1,61,1717678017.313
1,62,1717678019.157
1,63,1717678019.253
1,64,1717678020.293
1,65,1717678021.489
1,66,1717678022.276
1,67,1717678023.260
1,68,1717678024.270
1,69,1717678025.714
1,70,1717678026.264
1,71,1717678027.265
1,72,1717678028.363
1,73,1717678030.039
1,74,1717678030.577
1,75,1717678032.443
1,76,1717678032.619
1,77,1717678033.606
1,78,1717678034.440
1,79,1717678035.378
1,80,1717678036.611
1,81,1717678037.382
1,82,1717678038.379
1,83,1717678039.404
1,84,1717678040.386
1,85,1717678041.832
1,86,1717678042.400
1,87,1717678043.947
1,88,1717678044.637
1,89,1717678045.399
1,90,1717678046.391
1,91,1717678047.405
1,92,1717678049.546
1,93,1717678049.590
1,94,1717678050.413
1,95,1717678051.411
1,96,1717678052.749
1,97,1717678053.635
1,98,1717678054.736
1,99,1717678056.270
1,100,1717678056.814
1,101,1717678057.813
1,102,1717678058.813
1,103,1717678059.810
1,104,1717678060.821
1,105,1717678061.821
1,106,1717678062.828
1,107,1717678063.833
1,108,1717678065.093
1,109,1717678065.831
1,110,1717678066.829
1,111,1717678067.888
1,112,1717678068.842
1,113,1717678069.888
1,114,1717678070.896
1,115,1717678072.079
1,116,1717678072.901
1,117,1717678073.876
1,118,1717678074.900
1,119,1717678076.095
1,120,1717678076.861
1,121,1717678078.065
1,122,1717678078.861
1,123,1717678079.867
1,124,1717678080.861
1,125,1717678081.867
1,126,1717678083.093
1,127,1717678083.865
1,128,1717678084.876
1,129,1717678086.095
1,130,1717678086.870
1,131,1717678087.867
1,132,1717678088.879
1,133,1717678089.881
1,134,1717678090.886
1,135,1717678092.358
1,136,1717678093.152
1,137,1717678093.939
1,138,1717678095.331
1,139,1717678095.894
1,140,1717678096.922
1,141,1717678097.901
1,142,1717678099.206
1,143,1717678100.436
1,144,1717678100.954
1,145,1717678101.917
1,146,1717678102.908
1,147,1717678103.904
1,148,1717678105.134
1,149,1717678105.921
1,150,1717678107.141
1,151,1717678107.920
1,152,1717678108.928
1,153,1717678110.149
1,154,1717678110.927
1,155,1717678112.145
1,156,1717678112.930
1,157,1717678114.000
1,158,1717678114.955
1,159,1717678115.958
1,160,1717678117.175
1,161,1717678117.976
1,162,1717678118.941
1,163,1717678120.176
1,164,1717678120.974
1,165,1717678122.179
1,166,1717678123.186
1,167,1717678124.444
1,168,1717678124.962
1,169,1717678125.957
1,170,1717678127.176
1,171,1717678128.197
1,172,1717678129.190
1,173,1717678129.958
1,174,1717678131.203
1,175,1717678131.980
1,176,1717678132.974
1,177,1717678133.973
1,178,1717678134.979
1,179,1717678136.015
1,180,1717678136.988
1,181,1717678138.213
1,182,1717678139.032
1,183,1717678140.025
1,184,1717678141.021
1,185,1717678142.224
1,186,1717678143.221
1,187,1717678144.461
1,188,1717678145.001
1,189,1717678146.004
1,190,1717678147.010
1,191,1717678148.016
1,192,1717678149.018
1,193,1717678150.464
1,194,1717678151.233
1,195,1717678152.016
1,196,1717678153.022
1,197,1717678154.019
1,198,1717678155.023
1,199,1717678156.035
1,200,1717678157.035
1,201,1717678158.091
1,202,1717678159.489
1,203,1717678160.496
1,204,1717678161.256
1,205,1717678162.093
1,206,1717678163.461
1,207,1717678164.042
1,208,1717678165.264
1,209,1717678166.048
1,210,1717678167.278
1,211,1717678168.273
1,212,1717678169.051
1,213,1717678170.062
1,214,1717678171.057
1,215,1717678172.067
1,216,1717678173.074
1,217,1717678174.347
1,218,1717678175.068
1,219,1717678176.068
1,220,1717678177.077
1,221,1717678178.068
1,222,1717678179.296
1,223,1717678180.101
1,224,1717678181.335
1,225,1717678182.310
1,226,1717678183.123
1,227,1717678184.112
1,228,1717678185.090
1,229,1717678186.116
1,230,1717678187.097
1,231,1717678188.544
1,232,1717678189.324
1,233,1717678190.321
1,234,1717678191.310
1,235,1717678192.102
1,236,1717678193.106
1,237,1717678194.111
1,238,1717678195.334
1,239,1717678196.336
1,240,1717678197.355
1,241,1717678198.328
1,242,1717678199.106
1,243,1717678200.119
1,244,1717678201.144
1,245,1717678202.185
1,246,1717678203.155
1,247,1717678204.358
1,248,1717678205.148
1,249,1717678206.401
1,250,1717678207.152
1,251,1717678208.169
1,252,1717678209.141
1,253,1717678210.146
1,254,1717678211.139
1,255,1717678212.362
1,256,1717678213.139
1,257,1717678214.358
1,258,1717678215.158
1,259,1717678216.165
1,260,1717678217.601
1,261,1717678218.396
1,262,1717678219.157
1,263,1717678220.607
1,264,1717678221.164
1,265,1717678222.157
1,266,1717678223.165
1,267,1717678224.161
1,268,1717678225.228
1,269,1717678226.218
1,270,1717678227.211
1,271,1717678228.423
1,272,1717678229.199
1,273,1717678230.407
1,274,1717678231.181
1,275,1717678232.185
1,276,1717678233.401
1,277,1717678234.173
1,278,1717678235.186
1,279,1717678236.186
1,280,1717678238.053
1,281,1717678238.197
1,282,1717678239.664
1,283,1717678240.199
1,284,1717678241.425
1,285,1717678242.200
1,286,1717678243.500
1,287,1717678244.424
1,288,1717678245.656
1,289,1717678246.217
1,290,1717678247.427
1,291,1717678248.662
1,292,1717678249.263
1,293,1717678250.221
1,294,1717678251.440
1,295,1717678252.675
1,296,1717678253.259
1,297,1717678254.230
1,298,1717678255.230
1,299,1717678256.234
1,300,1717678257.462
1,301,1717678258.491
1,302,1717678259.231
1,303,1717678261.121
1,304,1717678261.259
1,305,1717678262.244
1,306,1717678263.253
1,307,1717678264.472
1,308,1717678265.479
1,309,1717678267.170
1,310,1717678267.253
1,311,1717678268.265
1,312,1717678269.304
1,313,1717678270.329
1,314,1717678272.170
1,315,1717678272.259
1,316,1717678273.292
1,317,1717678274.270
1,318,1717678275.499
1,319,1717678276.277
1,320,1717678277.279
1,321,1717678278.283
1,322,1717678279.287
1,323,1717678280.278
1,324,1717678281.285
1,325,1717678282.525
1,326,1717678283.293
1,327,1717678284.291
1,328,1717678285.558
1,329,1717678286.294
1,330,1717678287.303
1,331,1717678288.302
1,332,1717678289.300
1,333,1717678290.339
1,334,1717678291.591
1,335,1717678292.327
1,336,1717678293.536
1,337,1717678294.316
1,338,1717678295.316
1,339,1717678296.361
1,340,1717678297.795
1,341,1717678298.793
1,342,1717678299.331
1,343,1717678300.329
1,344,1717678301.554
1,345,1717678302.338
1,346,1717678303.553
1,347,1717678304.569
1,348,1717678305.339
1,349,1717678306.341
1,350,1717678307.345
1,351,1717678308.790
1,352,1717678309.349
1,353,1717678310.383
1,354,1717678311.601
1,355,1717678312.385
1,356,1717678313.406
1,357,1717678314.490
1,358,1717678315.425
1,359,1717678316.387
1,360,1717678317.423
1,361,1717678318.592
1,362,1717678319.375
1,363,1717678320.370
1,364,1717678321.385
1,365,1717678322.607
1,366,1717678323.373
1,367,1717678324.608
1,368,1717678325.396
1,369,1717678326.381
1,370,1717678327.387
1,371,1717678328.616
1,372,1717678329.849
1,373,1717678330.380
1,374,1717678331.390
1,375,1717678332.397
1,376,1717678333.411
1,377,1717678334.424
1,378,1717678335.688
1,379,1717678336.465
1,380,1717678337.679
1,381,1717678338.468
1,382,1717678339.423
1,383,1717678340.436
1,384,1717678341.672
1,385,1717678342.662
1,386,1717678343.411
1,387,1717678344.638
1,388,1717678345.423
1,389,1717678346.427
1,390,1717678347.676
1,391,1717678348.438
1,392,1717678349.639
1,393,1717678350.422
1,394,1717678351.707
1,395,1717678352.434
1,396,1717678353.436
1,397,1717678354.436
1,398,1717678355.448
1,399,1717678356.724
1,400,1717678357.465
1,401,1717678358.480
1,402,1717678359.476
1,403,1717678360.694
1,404,1717678361.696
1,405,1717678362.522
1,406,1717678363.464
1,407,1717678364.467
1,408,1717678365.924
1,409,1717678366.691
1,410,1717678367.692
1,411,1717678368.465
1,412,1717678369.483
1,413,1717678370.474
1,414,1717678371.466
1,415,1717678372.479
1,416,1717678373.545
1,417,1717678374.513
1,418,1717678375.745
1,419,1717678376.524
1,420,1717678377.549
1,421,1717678378.945
1,422,1717678379.494
1,423,1717678380.494
1,424,1717678381.721
1,425,1717678382.503
1,426,1717678383.504
1,427,1717678384.736
1,428,1717678385.506
1,429,1717678386.511
1,430,1717678387.507
1,431,1717678388.733
1,432,1717678389.514
1,433,1717678391.026
1,434,1717678391.525
1,435,1717678392.741
1,436,1717678393.523
1,437,1717678394.528
1,438,1717678395.978
1,439,1717678396.534
1,440,1717678397.542
1,441,1717678398.558
1,442,1717678399.795
1,443,1717678400.778
1,444,1717678401.777
1,445,1717678402.772
1,446,1717678403.557
1,447,1717678404.550
1,448,1717678405.790
1,449,1717678406.558
1,450,1717678407.566
1,451,1717678408.998
1,452,1717678409.782
1,453,1717678410.564
1,454,1717678411.568
1,455,1717678412.567
1,456,1717678413.567
1,457,1717678414.567
1,458,1717678415.575
1,459,1717678417.019
1,460,1717678417.585
1,461,1717678418.593
1,462,1717678419.581
1,463,1717678420.641
1,464,1717678421.632
1,465,1717678422.828
1,466,1717678423.831
1,467,1717678424.816
1,468,1717678425.593
1,469,1717678426.600
1,470,1717678427.827
1,471,1717678428.600
1,472,1717678429.602
1,473,1717678430.833
1,474,1717678431.616
1,475,1717678432.612
1,476,1717678433.609
1,477,1717678434.619
1,478,1717678435.620
1,479,1717678436.864
1,480,1717678437.921
1,481,1717678438.677
1,482,1717678439.634
1,483,1717678440.690
1,484,1717678441.682
1,485,1717678442.686
1,486,1717678443.861
1,487,1717678444.638
1,488,1717678445.667
1,489,1717678446.861
