sender_id,sequence,rtt,send_time,ack_time
1,0,0.001,1717672698.838,1717672698.839
1,1,0.001,1717672699.840,1717672699.840
1,2,0.001,1717672700.842,1717672700.843
1,3,0.001,1717672701.844,1717672701.845
1,4,0.001,1717672702.846,1717672702.846
1,5,0.001,1717672703.847,1717672703.848
1,6,0.001,1717672704.849,1717672704.850
1,7,0.001,1717672705.851,1717672705.852
1,8,0.001,1717672706.853,1717672706.854
1,9,0.001,1717672707.856,1717672707.856
1,10,0.001,1717672708.857,1717672708.858
1,11,0.001,1717672709.860,1717672709.860
1,12,0.001,1717672710.861,1717672710.862
1,13,0.000,1717672711.863,1717672711.864
1,14,0.001,1717672712.865,1717672712.866
1,15,0.001,1717672713.867,1717672713.867
1,16,0.001,1717672714.869,1717672714.870
1,17,0.001,1717672715.871,1717672715.871
1,18,0.001,1717672716.873,1717672716.874
1,19,0.001,1717672717.875,1717672717.876
1,20,0.001,1717672718.877,1717672718.878
1,21,0.001,1717672719.879,1717672719.880
1,22,0.001,1717672720.882,1717672720.882
1,23,0.000,1717672721.884,1717672721.884
1,24,0.001,1717672722.885,1717672722.886
1,25,0.001,1717672723.887,1717672723.888
1,26,0.001,1717672724.890,1717672724.891
1,27,0.001,1717672725.892,1717672725.893
1,28,0.001,1717672726.894,1717672726.895
1,29,0.001,1717672727.897,1717672727.898
1,30,0.001,1717672728.899,1717672728.900
1,31,0.001,1717672729.902,1717672729.902
1,32,0.001,1717672730.904,1717672730.905
1,33,0.000,1717672731.906,1717672731.907
1,34,0.001,1717672732.907,1717672732.908
1,35,0.001,1717672733.909,1717672733.910
1,36,0.001,1717672734.912,1717672734.912
1,37,0.001,1717672735.914,1717672735.914
1,38,0.001,1717672736.916,1717672736.917
1,39,0.001,1717672737.918,1717672737.919
1,40,0.001,1717672738.920,1717672738.921
1,41,0.001,1717672739.922,1717672739.923
1,42,0.001,1717672740.924,1717672740.925
1,43,0.001,1717672741.927,1717672741.927
1,44,0.001,1717672742.928,1717672742.928
1,45,0.001,1717672743.930,1717672743.930
1,46,0.001,1717672744.931,1717672744.932
1,47,0.001,1717672745.933,1717672745.934
1,48,0.001,1717672746.936,1717672746.936
1,49,0.001,1717672747.938,1717672747.939
1,50,0.001,1717672748.940,1717672748.941
1,51,0.001,1717672749.942,1717672749.943
1,52,0.001,1717672750.944,1717672750.945
1,53,0.001,1717672751.946,1717672751.946
1,54,0.001,1717672752.947,1717672752.948
1,55,0.001,1717672753.949,1717672753.950
1,56,0.001,1717672754.951,1717672754.952
1,57,0.001,1717672755.953,1717672755.954
1,58,0.001,1717672756.956,1717672756.956
1,59,0.001,1717672757.958,1717672757.958
1,60,0.001,1717672758.960,1717672758.961
1,61,0.001,1717672759.962,1717672759.963
1,62,0.001,1717672760.964,1717672760.965
