"No.","Time","Source","Destination","Protocol","Length","Info"
"22018","1341.980341882","192.168.105.117","192.168.105.183","MQTT","70","Publish Received (id=1339)"
"22019","1341.980833394","192.168.105.117","192.168.105.71","MQTT","83","Publish Message [topic]"
"22020","1341.987099879","192.168.105.183","192.168.105.117","MQTT","70","Publish Release (id=1339)"
"22021","1341.987696757","192.168.105.117","192.168.105.183","MQTT","70","Publish Complete (id=1339)"
"22022","1341.989050200","192.168.105.71","192.168.105.117","TCP","66","38737  >  1883 [ACK] Seq=27038 Ack=32386 Win=32128 Len=0 TSval=63252075 TSecr=3424914280"
"22023","1342.042127250","192.168.105.183","192.168.105.117","TCP","66","50791  >  1883 [ACK] Seq=29733 Ack=29703 Win=32128 Len=0 TSval=2894179295 TSecr=858864683"
"22024","1342.045905235","192.168.105.71","192.168.105.117","MQTT","83","Publish Message (id=1339) [res]"
"22025","1342.046858051","192.168.105.117","192.168.105.71","MQTT","70","Publish Received (id=1339)"
"22026","1342.047324876","192.168.105.117","192.168.105.183","MQTT","81","Publish Message [res]"
"22027","1342.058999666","192.168.105.183","192.168.105.117","TCP","66","50791  >  1883 [ACK] Seq=29733 Ack=29718 Win=32128 Len=0 TSval=2894179315 TSecr=858864742"
"22028","1342.062543014","192.168.105.71","192.168.105.117","MQTT","70","Publish Release (id=1339)"
"22029","1342.063070829","192.168.105.117","192.168.105.71","MQTT","70","Publish Complete (id=1339)"
"22030","1342.115478553","192.168.105.71","192.168.105.117","TCP","66","38737  >  1883 [ACK] Seq=27059 Ack=32394 Win=32128 Len=0 TSval=63252198 TSecr=3424914362"
"22031","1342.985885807","192.168.105.183","192.168.105.117","MQTT","85","Publish Message (id=1340) [topic]"
"22032","1342.987067895","192.168.105.117","192.168.105.183","MQTT","70","Publish Received (id=1340)"
"22033","1342.987595971","192.168.105.117","192.168.105.71","MQTT","83","Publish Message [topic]"
"22034","1342.994970898","192.168.105.183","192.168.105.117","TCP","66","50791  >  1883 [ACK] Seq=29752 Ack=29722 Win=32128 Len=0 TSval=2894180251 TSecr=858865682"
"22035","1342.995184441","192.168.105.183","192.168.105.117","MQTT","70","Publish Release (id=1340)"
"22036","1342.995764703","192.168.105.117","192.168.105.183","MQTT","70","Publish Complete (id=1340)"
"22037","1342.997009344","192.168.105.71","192.168.105.117","TCP","66","38737  >  1883 [ACK] Seq=27059 Ack=32411 Win=32128 Len=0 TSval=63253082 TSecr=3424915286"
"22038","1343.049898997","192.168.105.183","192.168.105.117","TCP","66","50791  >  1883 [ACK] Seq=29756 Ack=29726 Win=32128 Len=0 TSval=2894180303 TSecr=858865691"
"22039","1343.050086810","192.168.105.71","192.168.105.117","MQTT","83","Publish Message (id=1340) [res]"
"22040","1343.051057127","192.168.105.117","192.168.105.71","MQTT","70","Publish Received (id=1340)"
"22041","1343.051511608","192.168.105.117","192.168.105.183","MQTT","81","Publish Message [res]"
"22042","1343.057792989","192.168.105.71","192.168.105.117","TCP","66","38737  >  1883 [ACK] Seq=27076 Ack=32415 Win=32128 Len=0 TSval=63253142 TSecr=3424915350"
"22043","1343.062265820","192.168.105.183","192.168.105.117","TCP","66","50791  >  1883 [ACK] Seq=29756 Ack=29741 Win=32128 Len=0 TSval=2894180317 TSecr=858865746"
"22044","1343.068345794","192.168.105.71","192.168.105.117","MQTT","70","Publish Release (id=1340)"
"22045","1343.068915067","192.168.105.117","192.168.105.71","MQTT","70","Publish Complete (id=1340)"
"22046","1343.122513369","192.168.105.71","192.168.105.117","TCP","66","38737  >  1883 [ACK] Seq=27080 Ack=32419 Win=32128 Len=0 TSval=63253202 TSecr=3424915368"
"22047","1343.982656511","192.168.105.183","192.168.105.117","MQTT","85","Publish Message (id=1341) [topic]"
"22048","1343.983819068","192.168.105.117","192.168.105.183","MQTT","70","Publish Received (id=1341)"
"22049","1343.984294643","192.168.105.117","192.168.105.71","MQTT","83","Publish Message [topic]"
