"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","RaspberryPiF_23:9f:e9","a2:81:24:63:26:46","ARP","42","Who has 192.168.105.174? Tell 192.168.105.117"
"2","0.004867714","a2:81:24:63:26:46","RaspberryPiF_23:9f:e9","ARP","42","192.168.105.174 is at a2:81:24:63:26:46"
"3","1.122112625","192.168.105.71","192.168.105.117","TCP","74","35749  >  1883 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=59958339 TSecr=0 WS=128"
"4","1.122365745","192.168.105.117","192.168.105.71","TCP","74","1883  >  35749 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM TSval=3421620555 TSecr=59958339 WS=128"
"5","1.127326791","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=59958350 TSecr=3421620555"
"6","1.127492412","192.168.105.71","192.168.105.117","MQTT","80","Connect Command"
"7","1.127567150","192.168.105.117","192.168.105.71","TCP","66","1883  >  35749 [ACK] Seq=1 Ack=15 Win=31872 Len=0 TSval=3421620560 TSecr=59958351"
"8","1.129882937","192.168.105.117","192.168.105.71","MQTT","70","Connect Ack"
"9","1.134931377","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=15 Ack=5 Win=32128 Len=0 TSval=59958357 TSecr=3421620562"
"10","1.137143728","192.168.105.71","192.168.105.117","MQTT","78","Subscribe Request (id=1) [topic]"
"11","1.138337923","192.168.105.117","192.168.105.71","MQTT","71","Subscribe Ack (id=1)"
"12","1.189785480","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=27 Ack=10 Win=32128 Len=0 TSval=59958410 TSecr=3421620571"
"13","3.961567211","192.168.105.183","192.168.105.117","TCP","74","35391  >  1883 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2890888321 TSecr=0 WS=128"
"14","3.961943297","192.168.105.117","192.168.105.183","TCP","74","1883  >  35391 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM TSval=855573790 TSecr=2890888321 WS=128"
"15","3.967176890","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=2890888333 TSecr=855573790"
"16","3.967433083","192.168.105.183","192.168.105.117","MQTT","80","Connect Command"
"17","3.967566726","192.168.105.117","192.168.105.183","TCP","66","1883  >  35391 [ACK] Seq=1 Ack=15 Win=31872 Len=0 TSval=855573796 TSecr=2890888333"
"18","3.971314307","192.168.105.117","192.168.105.183","MQTT","70","Connect Ack"
"19","3.972169915","192.168.105.183","192.168.105.117","MQTT","92","Subscribe Request (id=1) [res], Publish Message (id=2) [topic]"
"20","3.974679031","192.168.105.117","192.168.105.183","MQTT","71","Subscribe Ack (id=1)"
"21","3.975533441","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
"22","3.976277176","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=41 Ack=5 Win=32128 Len=0 TSval=2890888342 TSecr=855573800"
"23","3.976390871","192.168.105.117","192.168.105.183","MQTT","70","Publish Received (id=2)"
"24","3.980327563","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=41 Ack=10 Win=32128 Len=0 TSval=2890888346 TSecr=855573803"
"25","3.980530476","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=41 Ack=14 Win=32128 Len=0 TSval=2890888347 TSecr=855573805"
"26","3.980701618","192.168.105.183","192.168.105.117","MQTT","70","Publish Release (id=2)"
"27","3.981419364","192.168.105.117","192.168.105.183","MQTT","70","Publish Complete (id=2)"
"28","4.035184065","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=45 Ack=18 Win=32128 Len=0 TSval=2890888395 TSecr=855573810"
"29","4.188153703","192.168.105.117","192.168.105.71","TCP","80","[TCP Retransmission] 1883  >  35749 [PSH, ACK] Seq=10 Ack=27 Win=31872 Len=14 TSval=3421623621 TSecr=59958410"
"30","4.404177649","192.168.105.117","192.168.105.71","TCP","80","[TCP Retransmission] 1883  >  35749 [PSH, ACK] Seq=10 Ack=27 Win=31872 Len=14 TSval=3421623837 TSecr=59958410"
"31","4.793125677","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=27 Ack=24 Win=32128 Len=0 TSval=59962012 TSecr=3421623408"
"32","4.793408744","192.168.105.71","192.168.105.117","TCP","78","[TCP Dup ACK 31#1] 35749  >  1883 [ACK] Seq=27 Ack=24 Win=32128 Len=0 TSval=59962012 TSecr=3421623621 SLE=10 SRE=24"
"33","4.793577230","192.168.105.71","192.168.105.117","TCP","78","[TCP Dup ACK 31#2] 35749  >  1883 [ACK] Seq=27 Ack=24 Win=32128 Len=0 TSval=59962012 TSecr=3421623837 SLE=10 SRE=24"
"34","4.839230741","192.168.105.71","192.168.105.117","MQTT","80","Publish Message (id=2) [res]"
"35","4.840770294","192.168.105.117","192.168.105.71","MQTT","70","Publish Received (id=2)"
"36","4.841446842","192.168.105.117","192.168.105.183","MQTT","78","Publish Message [res]"
"37","4.845683789","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=41 Ack=28 Win=32128 Len=0 TSval=59962069 TSecr=3421624273"
"38","4.850488692","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=45 Ack=30 Win=32128 Len=0 TSval=2890889215 TSecr=855574670"
"39","4.856821638","192.168.105.71","192.168.105.117","MQTT","70","Publish Release (id=2)"
"40","4.857552821","192.168.105.117","192.168.105.71","MQTT","70","Publish Complete (id=2)"
"41","4.905991745","192.168.105.71","192.168.105.117","TCP","66","35749  >  1883 [ACK] Seq=45 Ack=32 Win=32128 Len=0 TSval=59962126 TSecr=3421624290"
"42","4.981644393","192.168.105.183","192.168.105.117","MQTT","82","Publish Message (id=3) [topic]"
"43","4.982848119","192.168.105.117","192.168.105.183","MQTT","70","Publish Received (id=3)"
"44","4.983468107","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
"45","4.990111567","192.168.105.183","192.168.105.117","TCP","66","35391  >  1883 [ACK] Seq=61 Ack=34 Win=32128 Len=0 TSval=2890889355 TSecr=855574811"
"46","4.990337865","192.168.105.183","192.168.105.117","MQTT","70","Publish Release (id=3)"
"47","4.991103422","192.168.105.117","192.168.105.183","MQTT","70","Publish Complete (id=3)"
