sender_id,sequence,ack_time
1,0,1717670748.771
1,1,1717670748.972
1,2,1717670749.974
1,3,1717670750.978
1,4,1717670751.974
1,5,1717670753.000
1,6,1717670753.983
1,7,1717670755.022
1,8,1717670755.988
1,9,1717670756.978
1,10,1717670757.992
1,11,1717670758.991
1,12,1717670759.991
1,13,1717670761.000
1,14,1717670761.997
1,15,1717670763.004
1,16,1717670764.003
1,17,1717670765.002
1,18,1717670766.000
1,19,1717670767.002
1,20,1717670768.009
1,21,1717670769.012
1,22,1717670770.014
1,23,1717670771.017
1,24,1717670772.014
1,25,1717670773.013
1,26,1717670774.024
1,27,1717670775.023
1,28,1717670776.022
1,29,1717670777.030
1,30,1717670778.024
1,31,1717670779.023
1,32,1717670780.027
1,33,1717670781.036
1,34,1717670782.032
1,35,1717670783.034
1,36,1717670784.039
1,37,1717670785.042
1,38,1717670786.041
1,39,1717670787.040
1,40,1717670788.045
1,41,1717670789.051
1,42,1717670790.050
1,43,1717670791.057
1,44,1717670792.054
1,45,1717670793.093
1,46,1717670794.057
1,47,1717670795.092
1,48,1717670796.066
1,49,1717670797.066
1,50,1717670798.084
1,51,1717670799.099
1,52,1717670800.101
1,53,1717670801.099
1,54,1717670802.108
1,55,1717670803.116
1,56,1717670804.118
1,57,1717670805.123
1,58,1717670806.124
1,59,1717670807.128
1,60,1717670808.128
1,61,1717670809.132
1,62,1717670810.181
1,63,1717670811.186
1,64,1717670812.185
1,65,1717670813.186
1,66,1717670814.194
1,67,1717670815.191
1,68,1717670816.196
1,69,1717670817.200
1,70,1717670818.202
1,71,1717670819.205
1,72,1717670820.195
1,73,1717670821.207
1,74,1717670822.204
1,75,1717670823.209
1,76,1717670824.217
1,77,1717670825.212
1,78,1717670826.218
1,79,1717670827.220
1,80,1717670828.216
1,81,1717670829.223
1,82,1717670830.222
1,83,1717670831.222
1,84,1717670832.225
1,85,1717670833.231
1,86,1717670834.225
1,87,1717670835.227
1,88,1717670836.228
1,89,1717670837.234
1,90,1717670838.234
1,91,1717670839.239
1,92,1717670840.238
1,93,1717670841.241
1,94,1717670842.234
