"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","192.168.105.71","192.168.105.117","TCP","74","33761  >  1883 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=56482747 TSecr=0 WS=128"
"2","0.000416715","192.168.105.117","192.168.105.71","TCP","74","1883  >  33761 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM TSval=3418145121 TSecr=56482747 WS=128"
"3","0.008922214","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=56482945 TSecr=3418145121"
"4","0.009178357","192.168.105.71","192.168.105.117","MQTT","80","Connect Command"
"5","0.009311950","192.168.105.117","192.168.105.71","TCP","66","1883  >  33761 [ACK] Seq=1 Ack=15 Win=31872 Len=0 TSval=3418145130 TSecr=56482945"
"6","0.013225561","192.168.105.117","192.168.105.71","MQTT","70","Connect Ack"
"7","0.014880755","192.168.105.71","192.168.105.117","MQTT","78","Subscribe Request (id=1) [topic]"
"8","0.016870633","192.168.105.117","192.168.105.71","MQTT","71","Subscribe Ack (id=1)"
"9","0.018306871","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=27 Ack=5 Win=32128 Len=0 TSval=56482954 TSecr=3418145134"
"10","0.022089494","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=27 Ack=10 Win=32128 Len=0 TSval=56482958 TSecr=3418145138"
"11","1.879067718","192.168.105.183","192.168.105.117","TCP","74","44065  >  1883 [SYN] Seq=0 Win=32120 Len=0 MSS=1460 SACK_PERM TSval=2887411901 TSecr=0 WS=128"
"12","1.879462298","192.168.105.117","192.168.105.183","TCP","74","1883  >  44065 [SYN, ACK] Seq=0 Ack=1 Win=31856 Len=0 MSS=1460 SACK_PERM TSval=852097396 TSecr=2887411901 WS=128"
"13","1.884880271","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=1 Ack=1 Win=32128 Len=0 TSval=2887411914 TSecr=852097396"
"14","1.885152977","192.168.105.183","192.168.105.117","MQTT","80","Connect Command"
"15","1.885291152","192.168.105.117","192.168.105.183","TCP","66","1883  >  44065 [ACK] Seq=1 Ack=15 Win=31872 Len=0 TSval=852097402 TSecr=2887411915"
"16","1.889317679","192.168.105.117","192.168.105.183","MQTT","70","Connect Ack"
"17","1.891021050","192.168.105.183","192.168.105.117","MQTT","90","Subscribe Request (id=1) [res], Publish Message [topic]"
"18","1.893381029","192.168.105.117","192.168.105.183","MQTT","71","Subscribe Ack (id=1)"
"19","1.893985451","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
"20","1.895363199","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=39 Ack=5 Win=32128 Len=0 TSval=2887411924 TSecr=852097406"
"21","1.899082958","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=39 Ack=10 Win=32128 Len=0 TSval=2887411928 TSecr=852097410"
"22","1.903227348","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=27 Ack=24 Win=32128 Len=0 TSval=56484839 TSecr=3418147015"
"23","1.952950034","192.168.105.71","192.168.105.117","MQTT","78","Publish Message [res]"
"24","1.954403615","192.168.105.117","192.168.105.183","MQTT","78","Publish Message [res]"
"25","1.959372530","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=39 Ack=22 Win=32128 Len=0 TSval=2887411989 TSecr=852097471"
"26","1.995676532","192.168.105.117","192.168.105.71","TCP","66","1883  >  33761 [ACK] Seq=24 Ack=39 Win=31872 Len=0 TSval=3418147117 TSecr=56484883"
"27","2.902066537","192.168.105.183","192.168.105.117","MQTT","80","Publish Message [topic]"
"28","2.903429754","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
"29","2.912041188","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=39 Ack=38 Win=32128 Len=0 TSval=56485847 TSecr=3418148024"
"30","2.943684085","192.168.105.117","192.168.105.183","TCP","66","1883  >  44065 [ACK] Seq=22 Ack=53 Win=31872 Len=0 TSval=852098461 TSecr=2887412923"
"31","2.957267402","192.168.105.71","192.168.105.117","MQTT","78","Publish Message [res]"
"32","2.957411151","192.168.105.117","192.168.105.71","TCP","66","1883  >  33761 [ACK] Seq=38 Ack=51 Win=31872 Len=0 TSval=3418148078 TSecr=56485891"
"33","2.958573641","192.168.105.117","192.168.105.183","MQTT","78","Publish Message [res]"
"34","2.974737560","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=53 Ack=34 Win=32128 Len=0 TSval=2887413001 TSecr=852098475"
"35","3.904588795","192.168.105.183","192.168.105.117","MQTT","80","Publish Message [topic]"
"36","3.904802335","192.168.105.117","192.168.105.183","TCP","66","1883  >  44065 [ACK] Seq=34 Ack=67 Win=31872 Len=0 TSval=852099422 TSecr=2887413925"
"37","3.905491496","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
"38","3.915638385","192.168.105.71","192.168.105.117","TCP","66","33761  >  1883 [ACK] Seq=51 Ack=52 Win=32128 Len=0 TSval=56486850 TSecr=3418149026"
"39","3.960648819","192.168.105.71","192.168.105.117","MQTT","78","Publish Message [res]"
"40","3.960749912","192.168.105.117","192.168.105.71","TCP","66","1883  >  33761 [ACK] Seq=52 Ack=63 Win=31872 Len=0 TSval=3418149082 TSecr=56486894"
"41","3.961417041","192.168.105.117","192.168.105.183","MQTT","78","Publish Message [res]"
"42","3.969207180","192.168.105.183","192.168.105.117","TCP","66","44065  >  1883 [ACK] Seq=67 Ack=46 Win=32128 Len=0 TSval=2887413998 TSecr=852099478"
"43","4.901336239","192.168.105.183","192.168.105.117","MQTT","80","Publish Message [topic]"
"44","4.901549101","192.168.105.117","192.168.105.183","TCP","66","1883  >  44065 [ACK] Seq=46 Ack=81 Win=31872 Len=0 TSval=852100418 TSecr=2887414927"
"45","4.902299459","192.168.105.117","192.168.105.71","MQTT","80","Publish Message [topic]"
