sender_id,sequence,rtt,send_time,ack_time
1,0,0.000,1717670747.891,1717670747.891
1,1,0.001,1717670748.892,1717670748.893
1,2,0.001,1717670749.894,1717670749.895
1,3,0.001,1717670750.896,1717670750.897
1,4,0.001,1717670751.899,1717670751.899
1,5,0.001,1717670752.900,1717670752.901
1,6,0.001,1717670753.902,1717670753.903
1,7,0.001,1717670754.904,1717670754.905
1,8,0.001,1717670755.905,1717670755.906
1,9,0.001,1717670756.908,1717670756.908
1,10,0.001,1717670757.910,1717670757.911
1,11,0.000,1717670758.912,1717670758.912
1,12,0.001,1717670759.913,1717670759.914
1,13,0.001,1717670760.916,1717670760.916
1,14,0.001,1717670761.917,1717670761.918
1,15,0.001,1717670762.920,1717670762.920
1,16,0.001,1717670763.922,1717670763.922
1,17,0.001,1717670764.923,1717670764.924
1,18,0.001,1717670765.925,1717670765.926
1,19,0.001,1717670766.927,1717670766.928
1,20,0.001,1717670767.929,1717670767.930
1,21,0.001,1717670768.931,1717670768.932
1,22,0.001,1717670769.933,1717670769.934
1,23,0.000,1717670770.935,1717670770.936
1,24,0.001,1717670771.937,1717670771.938
1,25,0.001,1717670772.939,1717670772.940
1,26,0.001,1717670773.941,1717670773.942
1,27,0.001,1717670774.943,1717670774.944
1,28,0.001,1717670775.945,1717670775.946
1,29,0.000,1717670776.947,1717670776.947
1,30,0.001,1717670777.948,1717670777.949
1,31,0.001,1717670778.950,1717670778.951
1,32,0.001,1717670779.952,1717670779.953
1,33,0.001,1717670780.954,1717670780.955
1,34,0.001,1717670781.956,1717670781.957
1,35,0.000,1717670782.958,1717670782.958
1,36,0.001,1717670783.959,1717670783.960
1,37,0.000,1717670784.961,1717670784.961
1,38,0.001,1717670785.962,1717670785.963
1,39,0.001,1717670786.965,1717670786.966
1,40,0.001,1717670787.967,1717670787.968
1,41,0.000,1717670788.969,1717670788.970
1,42,0.001,1717670789.971,1717670789.972
1,43,0.001,1717670790.973,1717670790.974
1,44,0.001,1717670791.976,1717670791.976
1,45,0.001,1717670792.978,1717670792.979
1,46,0.001,1717670793.980,1717670793.981
1,47,0.000,1717670794.982,1717670794.983
1,48,0.001,1717670795.984,1717670795.985
1,49,0.001,1717670796.987,1717670796.987
1,50,0.001,1717670798.017,1717670798.017
1,51,0.001,1717670799.019,1717670799.020
1,52,0.001,1717670800.021,1717670800.022
1,53,0.001,1717670801.024,1717670801.024
1,54,0.001,1717670802.025,1717670802.026
1,55,0.001,1717670803.030,1717670803.031
1,56,0.001,1717670804.037,1717670804.038
