sender_id,sequence,rtt,send_time,ack_time
1,0,0.001,1717677955.887,1717677955.888
1,1,0.001,1717677956.889,1717677956.890
1,2,0.001,1717677957.891,1717677957.892
1,3,0.001,1717677958.893,1717677958.894
1,4,0.001,1717677959.895,1717677959.896
1,5,0.001,1717677960.898,1717677960.898
1,6,0.000,1717677961.900,1717677961.900
1,7,0.000,1717677963.010,1717677963.011
1,8,0.000,1717677964.011,1717677964.012
1,9,0.000,1717677965.013,1717677965.013
1,10,0.001,1717677966.014,1717677966.014
1,11,0.001,1717677967.015,1717677967.016
1,12,0.001,1717677968.017,1717677968.018
1,13,0.001,1717677969.019,1717677969.020
1,14,0.001,1717677970.021,1717677970.022
1,15,0.001,1717677971.023,1717677971.024
1,16,0.001,1717677972.025,1717677972.026
1,17,0.001,1717677973.027,1717677973.028
1,18,0.001,1717677974.030,1717677974.030
1,19,0.001,1717677975.032,1717677975.032
1,20,0.001,1717677976.034,1717677976.035
1,21,0.001,1717677977.036,1717677977.037
1,22,0.001,1717677978.039,1717677978.039
1,23,0.001,1717677979.041,1717677979.041
1,24,0.001,1717677980.043,1717677980.044
1,25,0.001,1717677981.046,1717677981.046
1,26,0.001,1717677982.048,1717677982.049
1,27,0.001,1717677983.050,1717677983.051
1,28,0.001,1717677984.052,1717677984.053
1,29,0.001,1717677985.055,1717677985.055
1,30,0.001,1717677986.057,1717677986.058
1,31,0.001,1717677987.059,1717677987.060
1,32,0.001,1717677988.061,1717677988.062
1,33,0.001,1717677989.063,1717677989.063
1,34,0.001,1717677990.065,1717677990.066
1,35,0.001,1717677991.067,1717677991.067
1,36,0.001,1717677992.069,1717677992.069
1,37,0.001,1717677993.071,1717677993.071
1,38,0.001,1717677994.073,1717677994.073
1,39,0.001,1717677995.125,1717677995.126
1,40,0.001,1717677996.127,1717677996.128
1,41,0.001,1717677997.129,1717677997.130
1,42,0.001,1717677998.131,1717677998.131
1,43,0.001,1717677999.132,1717677999.133
1,44,0.001,1717678000.134,1717678000.135
1,45,0.001,1717678001.136,1717678001.137
1,46,0.001,1717678002.138,1717678002.139
1,47,0.001,1717678003.140,1717678003.141
1,48,0.001,1717678004.142,1717678004.143
1,49,0.001,1717678005.144,1717678005.145
1,50,0.001,1717678006.146,1717678006.147
1,51,0.001,1717678007.148,1717678007.149
1,52,0.001,1717678008.150,1717678008.151
1,53,0.001,1717678009.152,1717678009.153
1,54,0.001,1717678010.155,1717678010.155
1,55,0.001,1717678011.157,1717678011.157
1,56,0.001,1717678012.159,1717678012.159
1,57,0.001,1717678013.160,1717678013.161
1,58,0.001,1717678014.162,1717678014.163
1,59,0.001,1717678015.164,1717678015.165
1,60,0.001,1717678016.167,1717678016.168
1,61,0.001,1717678017.170,1717678017.170
1,62,0.001,1717678018.172,1717678018.172
1,63,0.001,1717678019.174,1717678019.174
1,64,0.001,1717678020.175,1717678020.176
1,65,0.001,1717678021.177,1717678021.178
1,66,0.001,1717678022.179,1717678022.180
1,67,0.001,1717678023.181,1717678023.182
